loss,entropy,value_loss,policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,v_loss,v_entropy,v_value_loss,v_policy_loss
5.171148777008057,4.1578192710876465,1.014969825744629,4.156178951263428,3.0439413e-05,1.0,0.0,-1.0893667967692977e-08,5.194523334503174,4.1583147048950195,1.0348496437072754,4.159673690795898
5.157588005065918,4.152620315551758,1.0053479671478271,4.15224027633667,2.3160894e-05,1.0,0.0,0.0,5.213730335235596,4.157708168029785,1.0522664785385132,4.161463737487793
5.156425952911377,4.15367317199707,1.0071282386779785,4.149297714233398,3.040659e-05,1.0,0.0,0.0,5.1933064460754395,4.15151309967041,1.0386511087417603,4.154655456542969
5.143762588500977,4.144511699676514,1.000398874282837,4.143363952636719,1.8663573e-05,1.0,0.007575838856697215,0.010902530479766526,5.152550220489502,4.15171480178833,1.018836498260498,4.133713722229004
5.013302326202393,4.146051406860352,0.8676315546035767,4.1456708908081055,2.0323143e-05,1.0,0.14362637383953725,0.17780877700578623,5.180556297302246,4.13938570022583,0.9973748326301575,4.183181285858154
4.83108377456665,4.149129867553711,0.6845288276672363,4.146554946899414,2.9347928e-05,1.0,0.3916256274717582,0.40351794428792886,4.959399700164795,4.146254539489746,0.6997495889663696,4.259650230407715
4.7813496589660645,4.146793365478516,0.6330771446228027,4.148272514343262,6.0200826e-05,1.0,0.5159013992661634,0.5123259348065372,4.678838729858398,4.136902332305908,0.4632538855075836,4.215584754943848
5.006573677062988,4.154482841491699,0.858264684677124,4.148308753967285,0.0001611016,1.0,0.15452854019435336,0.1798021465002454,6.4346771240234375,4.139064788818359,2.175818681716919,4.258858680725098
4.900375843048096,4.150219917297363,0.7540579438209534,4.146317958831787,1.6311296e-05,1.0,0.27063261794942994,0.26182654144690465,4.84702730178833,4.149046897888184,0.6578127145767212,4.189214706420898
4.859543800354004,4.150574207305908,0.7148110270500183,4.14473295211792,7.2339135e-05,1.0,0.34034178074261145,0.3364118949623671,4.776560306549072,4.147589683532715,0.5720741152763367,4.20448637008667
4.976728916168213,4.152006149291992,0.8318241238594055,4.144904613494873,5.2308213e-05,1.0,0.17896743759235112,0.1916505130531021,6.0253190994262695,4.148780822753906,1.8435747623443604,4.181744575500488
5.008762836456299,4.149324893951416,0.8646607398986816,4.144102096557617,3.649891e-05,1.0,0.1716618637030629,0.16292895730399704,5.7001800537109375,4.153631210327148,1.522289514541626,4.177890300750732
5.003559112548828,4.147696018218994,0.8642572164535522,4.139301776885986,3.105955e-05,1.0,0.1673249473657883,0.16817215531321894,4.730634689331055,4.145380020141602,0.5650779604911804,4.165556907653809
4.96165657043457,4.147711753845215,0.825153112411499,4.136503219604492,2.1952419e-05,1.0,0.19046415367442937,0.18733092332118706,4.57851505279541,4.144766807556152,0.435306191444397,4.143208980560303
4.891333103179932,4.140265464782715,0.7630858421325684,4.128247261047363,3.430822e-05,1.0,0.2765664935757638,0.27841296960846507,4.566760063171387,4.149499893188477,0.4757951498031616,4.0909647941589355
4.958837032318115,4.140285491943359,0.8359447717666626,4.122892379760742,5.722719e-05,1.0,0.16606961584033542,0.1667976046396571,5.851799488067627,4.14508056640625,1.776007056236267,4.07579231262207
4.945991516113281,4.130155563354492,0.836272120475769,4.109719276428223,0.00011274016,1.0,0.20877112922063756,0.20713113603612787,4.748127460479736,4.144318103790283,0.5352495908737183,4.2128777503967285
4.980792045593262,4.129857063293457,0.8740170001983643,4.106775283813477,9.728556e-05,1.0,0.13159203675184994,0.1343395958293937,6.002834320068359,4.1305718421936035,1.8219454288482666,4.180889129638672
4.9834465980529785,4.114833831787109,0.8825582265853882,4.100888252258301,7.866068e-05,1.0,0.11088481029925523,0.11004844002033931,5.6630072593688965,4.130490303039551,1.55146062374115,4.111546516418457
