loss,entropy,value_loss,policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,v_loss,v_entropy,v_value_loss,v_policy_loss
5.15431547164917,4.150338649749756,1.014188289642334,4.140127182006836,0.0027322548,1.0,0.0006704499165803846,0.000660878449857627,5.180849075317383,4.15831184387207,1.0107440948486328,4.17010498046875
5.108420372009277,4.115598678588867,0.9829530715942383,4.125467300415039,0.0053449934,1.0,0.01594846905942149,0.02615106406767076,5.064871311187744,4.144608974456787,1.0414742231369019,4.023396968841553
5.027606010437012,4.130788803100586,0.9057389497756958,4.1218671798706055,0.0034457298,1.0,0.11796236062800802,0.1284617724619188,4.948203086853027,4.108105182647705,0.9083626866340637,4.039840221405029
4.91454553604126,4.133351802825928,0.7888542413711548,4.1256914138793945,0.0028234413,1.0,0.25336118785228456,0.25408871981118586,4.882884502410889,4.110942840576172,0.6437610983848572,4.239123344421387
4.895109176635742,4.129599094390869,0.7601289749145508,4.134980201721191,0.0026006957,1.0,0.2859580475148329,0.2788949011462948,4.906712055206299,4.103596210479736,0.5903303027153015,4.316381931304932
4.817351341247559,4.130642890930176,0.6926583647727966,4.124692916870117,0.0022650775,1.0,0.3652475087921686,0.3659079486731813,4.739755153656006,4.118321418762207,0.557843029499054,4.181911945343018
4.8773064613342285,4.135158538818359,0.7499241232872009,4.127382278442383,0.0017562517,1.0,0.28434450890163865,0.2809750591550305,6.376619338989258,4.1420111656188965,2.1400606632232666,4.23655891418457
4.941353797912598,4.128218650817871,0.8129706382751465,4.128383159637451,0.001996518,1.0,0.1958391845245503,0.1900966278440006,5.932659149169922,4.138139724731445,1.7292683124542236,4.203391075134277
5.040767192840576,4.118662357330322,0.9157882928848267,4.124979019165039,0.0030089333,1.0,0.09090301702345494,0.09382272887981924,5.980740547180176,4.133199691772461,1.7512423992156982,4.229497909545898
4.963442802429199,4.135220527648926,0.8382134437561035,4.125229358673096,0.001720032,1.0,0.1623419397379413,0.1576773383932628,4.495494365692139,4.107909679412842,0.49339234828948975,4.002101898193359
4.942042350769043,4.130088806152344,0.8238136768341064,4.118228912353516,0.0022705044,1.0,0.17791240194035518,0.1633455716582105,4.73687744140625,3.9878759384155273,0.6700127124786377,4.066864967346191
4.907660007476807,4.127627372741699,0.786738932132721,4.1209211349487305,0.0025050961,1.0,0.2161293613331654,0.2185066905248958,4.534590721130371,4.135246276855469,0.3726136386394501,4.161977291107178
4.933717250823975,4.114119529724121,0.8164390325546265,4.117278099060059,0.0036157826,1.0,0.18746462535908803,0.18206303787295164,5.970284461975098,4.123490810394287,1.8034965991973877,4.166788101196289
4.944985389709473,4.124453067779541,0.8388053178787231,4.106180191040039,0.0035772002,1.0,0.16623653351075252,0.17212220629273212,6.0406670570373535,4.13815450668335,1.8925161361694336,4.14815092086792
4.9433207511901855,4.123844146728516,0.8315272331237793,4.111793518066406,0.0046716435,1.0,0.16826522591924598,0.16202968451581745,4.510262966156006,4.07919979095459,0.33927735686302185,4.170985698699951
4.966426849365234,4.102587699890137,0.8572474122047424,4.109179496765137,0.006769761,1.0,0.15962928399157916,0.14835517945651122,5.888288974761963,4.131114959716797,1.8366533517837524,4.0516357421875
4.958183288574219,4.109375,0.8547581434249878,4.103425025939941,0.006664349,1.0,0.14858443378537622,0.14651164663501282,6.192541122436523,4.127413272857666,2.0568339824676514,4.135707378387451
4.91176700592041,4.105484962463379,0.8225881457328796,4.089179039001465,0.0074798698,1.0,0.18550530358519424,0.1861376561785899,4.440308570861816,3.9233551025390625,0.399676650762558,4.0406317710876465
4.86233377456665,4.1008219718933105,0.777220606803894,4.085113048553467,0.010113815,1.0,0.22283346644851076,0.22228382875672792,4.510008811950684,3.8531980514526367,0.25501060485839844,4.254998207092285
4.913584232330322,4.098036289215088,0.8349800109863281,4.078604221343994,0.010497469,1.0,0.16092206279262367,0.16502796174827694,6.470652103424072,3.9381184577941895,2.6206953525543213,3.849956750869751
4.90826416015625,4.091172218322754,0.8148201704025269,4.093443870544434,0.015041236,1.0,0.18080136305621164,0.18994342338770265,4.676595687866211,4.099171161651611,0.6467057466506958,4.029890060424805
4.8857879638671875,4.076469421386719,0.8322281241416931,4.05355978012085,0.016715227,1.0,0.17278681693943865,0.14400655999868395,5.559908390045166,4.1021881103515625,1.5032356977462769,4.0566725730896
4.882630348205566,4.070467948913574,0.82911217212677,4.053518295288086,0.02080682,1.0,0.1605313176835057,0.19786481552986868,6.2936506271362305,4.0433220863342285,2.045050859451294,4.248600006103516
4.848318099975586,4.058060646057129,0.8079922199249268,4.04032564163208,0.026759222,1.0,0.20131336506485642,0.19298849228893822,4.252007961273193,4.00521993637085,0.24624280631542206,4.005764961242676
4.8658528327941895,4.06326961517334,0.832318902015686,4.033534049987793,0.024054304,1.0,0.1582840178306446,0.16551000349482026,4.27555513381958,3.9923009872436523,0.33533984422683716,3.9402153491973877
4.778284549713135,4.030394554138184,0.7668069005012512,4.011477470397949,0.03581003,1.0,0.2331289667724067,0.21648755356828253,4.31782865524292,4.081196308135986,0.3435882031917572,3.974240303039551
4.797467231750488,4.028099536895752,0.7919979095458984,4.00546932220459,0.032572985,1.0,0.22655903241482123,0.24471390988583985,4.219780445098877,4.042867183685303,0.2761424779891968,3.9436378479003906
4.821426868438721,4.025989055633545,0.8054748773574829,4.015952110290527,0.03602493,1.0,0.19205722013006132,0.20668752398308232,6.213543891906738,4.026717662811279,2.2432854175567627,3.9702584743499756
