loss,entropy,value_loss,policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,v_loss,v_entropy,v_value_loss,v_policy_loss
5.12653112411499,4.135911464691162,0.987700343132019,4.138830661773682,0.00025360874,1.0,0.02174412743517462,0.03369829955399983,5.188287258148193,4.1583123207092285,1.0295902490615845,4.158697128295898
5.102278709411621,4.132412433624268,0.9671017527580261,4.135177135467529,0.00036534335,1.0,0.1286161604847521,0.12720276673206876,5.224226474761963,4.133652210235596,1.046181321144104,4.178045272827148
5.132961750030518,4.122644424438477,0.9968398213386536,4.13612174987793,0.00018840405,1.0,0.0030303456582472243,0.003833359891453725,5.882672309875488,4.125776767730713,1.7207533121109009,4.161919116973877
5.140014171600342,4.138862609863281,0.9981298446655273,4.1418843269348145,2.8151913e-05,1.0,0.002389353421480944,0.0033088157472018764,5.256310939788818,4.1024169921875,1.0909794569015503,4.1653313636779785
5.104567050933838,4.131998538970947,0.9665989279747009,4.137968063354492,8.196126e-05,1.0,0.045878651631532597,0.042911610532854416,5.253636837005615,4.137102127075195,0.9695627093315125,4.284074306488037
5.0194292068481445,4.1521501541137695,0.8716881275177002,4.147741317749023,8.808516e-05,1.0,0.15318951234609435,0.15692649617715992,5.332695484161377,4.056456565856934,0.9738754630088806,4.358819961547852
4.978672027587891,4.141867160797119,0.8370391726493835,4.141633033752441,7.163095e-05,1.0,0.1770683585240589,0.17540345581895234,4.763035774230957,4.151275634765625,0.5942825675010681,4.168753147125244
4.9595417976379395,4.145037651062012,0.8170171976089478,4.142524719238281,3.1755488e-05,1.0,0.2052993028535276,0.20277961109460485,4.746537685394287,4.135945796966553,0.6093693971633911,4.1371684074401855
4.833513259887695,4.1403374671936035,0.6912741661071777,4.142239093780518,3.118816e-05,1.0,0.3186273480957732,0.32956407903367524,4.656643390655518,4.134031772613525,0.5057500004768372,4.150893211364746
5.006365776062012,4.13429069519043,0.8704863786697388,4.1358795166015625,0.000110820634,1.0,0.1623912238965568,0.16201133603519668,5.991876125335693,4.143340587615967,1.837952971458435,4.153923034667969
