model,loss,entropy,value_loss,policy_loss,tr_loss,tr_entropy,tr_value_loss,tr_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,use_slap,Num_ResBlock,lr,SGD,dropout,L2,extra_act_fc
s0_0.1lr_SGD0dropout_0.0001L2,3.0834384,"tensor(2.8757, device='cuda:0')","tensor(0.2129, device='cuda:0')","tensor(2.8705, device='cuda:0')",2.980585098,2.7867136,0.223366261,2.757218838,0.001376719,1,4.49E-08,7.52E-08,TRUE,0,0.1,TRUE,0,0.0001,FALSE
s0_0.1lr_SGD0.1dropout_0.0001L2,4.327346,"tensor(4.1052, device='cuda:0')","tensor(0.2129, device='cuda:0')","tensor(4.1144, device='cuda:0')",4.317132473,4.105169296,0.222546935,4.094585419,2.20E-07,1,2.75E-05,-1.66E-05,TRUE,0,0.1,TRUE,0.1,0.0001,FALSE
s0_0.1lr_SGD0.2dropout_0.0001L2,4.329688,"tensor(4.1057, device='cuda:0')","tensor(0.2160, device='cuda:0')","tensor(4.1137, device='cuda:0')",4.321269989,4.105745792,0.230845645,4.090424538,5.25E-07,1,-5.14E-05,-2.70E-05,TRUE,0,0.1,TRUE,0.2,0.0001,FALSE
s0_0.1lr_SGD0.3dropout_0.0001L2,2.9100704,"tensor(2.9019, device='cuda:0')","tensor(0.0016, device='cuda:0')","tensor(2.9085, device='cuda:0')",2.862380981,2.880154133,0.005019382,2.857361555,0.05385724,1,0.983440293,0.974708312,TRUE,0,0.1,TRUE,0.3,0.0001,FALSE
s0_0.1lr_SGD0.4dropout_0.0001L2,4.3260536,"tensor(4.1068, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1131, device='cuda:0')",4.323023796,4.106789589,0.211862534,4.111161232,5.04E-07,1,0.000103086,3.77E-05,TRUE,0,0.1,TRUE,0.4,0.0001,FALSE
s0_0.1lr_Adam0dropout_0.0001L2,4.335611,"tensor(4.0974, device='cuda:0')","tensor(0.2142, device='cuda:0')","tensor(4.1214, device='cuda:0')",4.340647697,4.097576141,0.218394294,4.122253418,0.000194539,1,0,0,TRUE,0,0.1,FALSE,0,0.0001,FALSE
s0_0.1lr_Adam0.1dropout_0.0001L2,4.3265705,"tensor(4.1087, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(4.1135, device='cuda:0')",4.324748993,4.108760834,0.215619445,4.109129429,0.00016003,1,0,0,TRUE,0,0.1,FALSE,0.1,0.0001,FALSE
s0_0.1lr_Adam0.2dropout_0.0001L2,4.330031,"tensor(4.1090, device='cuda:0')","tensor(0.2129, device='cuda:0')","tensor(4.1171, device='cuda:0')",4.33994627,4.107974529,0.218184799,4.121761322,0.000138546,1,0,0,TRUE,0,0.1,FALSE,0.2,0.0001,FALSE
s0_0.1lr_Adam0.3dropout_0.0001L2,4.329386,"tensor(4.1061, device='cuda:0')","tensor(0.2137, device='cuda:0')","tensor(4.1157, device='cuda:0')",4.341310501,4.104765415,0.213578373,4.127732277,0.000132209,1,0,0,TRUE,0,0.1,FALSE,0.3,0.0001,FALSE
s0_0.1lr_Adam0.4dropout_0.0001L2,4.3290057,"tensor(4.1043, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1160, device='cuda:0')",4.322582722,4.105321884,0.231043175,4.091539383,0.000185504,1,0,0,TRUE,0,0.1,FALSE,0.4,0.0001,FALSE
s0_0.01lr_SGD0dropout_0.0001L2,4.1369915,"tensor(4.1197, device='cuda:0')","tensor(0.0372, device='cuda:0')","tensor(4.0998, device='cuda:0')",4.148287296,4.119482994,0.055310305,4.092977047,5.72E-06,1,0.816676078,0.852924754,TRUE,0,0.01,TRUE,0,0.0001,FALSE
s0_0.01lr_SGD0.1dropout_0.0001L2,3.6754677,"tensor(3.7677, device='cuda:0')","tensor(0.0411, device='cuda:0')","tensor(3.6343, device='cuda:0')",3.703720331,3.708594799,0.054342374,3.649378061,0.096465856,1,0.746613114,0.747311805,TRUE,0,0.01,TRUE,0.1,0.0001,FALSE
s0_0.01lr_SGD0.2dropout_0.0001L2,3.3167644,"tensor(3.4702, device='cuda:0')","tensor(0.0356, device='cuda:0')","tensor(3.2812, device='cuda:0')",3.404102802,3.52290535,0.058104508,3.345998287,0.09458612,1,0.767076434,0.78405803,TRUE,0,0.01,TRUE,0.2,0.0001,FALSE
s0_0.01lr_SGD0.3dropout_0.0001L2,3.281328,"tensor(3.2014, device='cuda:0')","tensor(0.0510, device='cuda:0')","tensor(3.2303, device='cuda:0')",3.268095016,3.34499383,0.054476283,3.213618755,0.224939,1,0.751273604,0.726762521,TRUE,0,0.01,TRUE,0.3,0.0001,FALSE
s0_0.01lr_SGD0.4dropout_0.0001L2,3.9363441,"tensor(3.9332, device='cuda:0')","tensor(0.1212, device='cuda:0')","tensor(3.8151, device='cuda:0')",4.024518013,3.946312904,0.132310629,3.892207623,0.06978556,1,0.352648865,0.369207023,TRUE,0,0.01,TRUE,0.4,0.0001,FALSE
s0_0.01lr_Adam0dropout_0.0001L2,2.9059615,"tensor(2.8901, device='cuda:0')","tensor(0.0016, device='cuda:0')","tensor(2.9044, device='cuda:0')",2.76394248,2.786901951,0.000125218,2.76381731,0.00570021,1,0.999493021,0.999844049,TRUE,0,0.01,FALSE,0,0.0001,FALSE
s0_0.01lr_Adam0.1dropout_0.0001L2,2.9512537,"tensor(2.9361, device='cuda:0')","tensor(0.0003, device='cuda:0')","tensor(2.9510, device='cuda:0')",2.841478109,2.859434843,0.001407671,2.840070486,0.06220386,1,0.998982482,0.994739352,TRUE,0,0.01,FALSE,0.1,0.0001,FALSE
s0_0.01lr_Adam0.2dropout_0.0001L2,2.9386013,"tensor(2.9174, device='cuda:0')","tensor(0.0019, device='cuda:0')","tensor(2.9367, device='cuda:0')",2.893061876,2.904326439,0.002128732,2.890933037,0.030036034,1,0.993308356,0.999152433,TRUE,0,0.01,FALSE,0.2,0.0001,FALSE
s0_0.01lr_Adam0.3dropout_0.0001L2,4.3265834,"tensor(4.1071, device='cuda:0')","tensor(0.2132, device='cuda:0')","tensor(4.1133, device='cuda:0')",4.322390556,4.106987,0.226563334,4.095827103,1.68E-06,1,0.000156204,-6.31E-05,TRUE,0,0.01,FALSE,0.3,0.0001,FALSE
s0_0.01lr_Adam0.4dropout_0.0001L2,2.953369,"tensor(2.9290, device='cuda:0')","tensor(0.0007, device='cuda:0')","tensor(2.9527, device='cuda:0')",2.97036314,2.977138519,0.005013213,2.965349913,0.09372909,1,0.982535921,0.984695596,TRUE,0,0.01,FALSE,0.4,0.0001,FALSE
s0_0.001lr_SGD0dropout_0.0001L2,4.3315573,"tensor(4.1254, device='cuda:0')","tensor(0.2132, device='cuda:0')","tensor(4.1184, device='cuda:0')",4.330128193,4.125518322,0.221087486,4.109040737,1.67E-07,1,0.000256938,0.000256025,TRUE,0,0.001,TRUE,0,0.0001,FALSE
s0_0.001lr_SGD0.1dropout_0.0001L2,4.326038,"tensor(4.1120, device='cuda:0')","tensor(0.2123, device='cuda:0')","tensor(4.1137, device='cuda:0')",4.327893734,4.110630989,0.229131967,4.098761559,0.002777527,1,0.004744613,0.00284233,TRUE,0,0.001,TRUE,0.1,0.0001,FALSE
s0_0.001lr_SGD0.2dropout_0.0001L2,4.32735,"tensor(4.1158, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(4.1142, device='cuda:0')",4.331031799,4.112944603,0.220690548,4.110341072,0.005134117,1,-0.001482958,-0.000349906,TRUE,0,0.001,TRUE,0.2,0.0001,FALSE
s0_0.001lr_SGD0.3dropout_0.0001L2,4.326952,"tensor(4.1209, device='cuda:0')","tensor(0.2128, device='cuda:0')","tensor(4.1142, device='cuda:0')",4.330673218,4.117508888,0.226696,4.103977203,0.007351078,1,0.001051727,0.000516298,TRUE,0,0.001,TRUE,0.3,0.0001,FALSE
s0_0.001lr_SGD0.4dropout_0.0001L2,4.3379393,"tensor(4.1407, device='cuda:0')","tensor(0.2127, device='cuda:0')","tensor(4.1252, device='cuda:0')",4.344384193,4.137496948,0.221038252,4.123345852,0.006369398,1,-0.003746747,-0.009895794,TRUE,0,0.001,TRUE,0.4,0.0001,FALSE
s0_0.001lr_Adam0dropout_0.0001L2,2.889856,"tensor(2.9129, device='cuda:0')","tensor(0.0029, device='cuda:0')","tensor(2.8870, device='cuda:0')",2.837088823,2.875590563,0.001721655,2.835367203,0.002723812,1,0.992296455,0.994165759,TRUE,0,0.001,FALSE,0,0.0001,FALSE
s0_0.001lr_Adam0.1dropout_0.0001L2,2.8990438,"tensor(2.8993, device='cuda:0')","tensor(0.0013, device='cuda:0')","tensor(2.8977, device='cuda:0')",2.769340277,2.794296503,0.001326713,2.768013477,0.038857736,1,0.999383028,0.998544488,TRUE,0,0.001,FALSE,0.1,0.0001,FALSE
s0_0.001lr_Adam0.2dropout_0.0001L2,2.8807502,"tensor(2.8888, device='cuda:0')","tensor(0.0010, device='cuda:0')","tensor(2.8797, device='cuda:0')",2.707339764,2.729113102,0.000546903,2.706792831,0.06953602,1,0.990345237,0.984469489,TRUE,0,0.001,FALSE,0.2,0.0001,FALSE
s0_0.001lr_Adam0.3dropout_0.0001L2,2.903511,"tensor(2.9058, device='cuda:0')","tensor(0.0004, device='cuda:0')","tensor(2.9031, device='cuda:0')",2.786444664,2.785018444,0.000232803,2.786211967,0.05032903,1,0.998471658,0.999661826,TRUE,0,0.001,FALSE,0.3,0.0001,FALSE
s0_0.001lr_Adam0.4dropout_0.0001L2,2.908199,"tensor(2.9305, device='cuda:0')","tensor(0.0011, device='cuda:0')","tensor(2.9071, device='cuda:0')",2.897581577,2.920642614,0.002956483,2.894625187,0.071963586,1,0.982856016,0.990175247,TRUE,0,0.001,FALSE,0.4,0.0001,FALSE
s0_0.0001lr_SGD0dropout_0.0001L2,4.3699856,"tensor(4.1582, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1570, device='cuda:0')",4.389261246,4.158156395,0.233111277,4.156149864,-8.86E-09,1,0,0,TRUE,0,0.0001,TRUE,0,0.0001,FALSE
s0_0.0001lr_SGD0.1dropout_0.0001L2,4.371109,"tensor(4.1580, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1581, device='cuda:0')",4.361747742,4.157944679,0.203227103,4.158520699,6.29E-05,1,-0.003158913,6.31E-05,TRUE,0,0.0001,TRUE,0.1,0.0001,FALSE
s0_0.0001lr_SGD0.2dropout_0.0001L2,4.36922,"tensor(4.1577, device='cuda:0')","tensor(0.2128, device='cuda:0')","tensor(4.1565, device='cuda:0')",4.374191761,4.15766716,0.216125369,4.158066273,0.000128531,1,-0.001302578,0.003520596,TRUE,0,0.0001,TRUE,0.2,0.0001,FALSE
s0_0.0001lr_SGD0.3dropout_0.0001L2,4.3713493,"tensor(4.1580, device='cuda:0')","tensor(0.2132, device='cuda:0')","tensor(4.1582, device='cuda:0')",4.379061699,4.157907486,0.219961375,4.159100533,9.38E-05,1,-0.002618902,-0.002171429,TRUE,0,0.0001,TRUE,0.3,0.0001,FALSE
s0_0.0001lr_SGD0.4dropout_0.0001L2,4.370752,"tensor(4.1583, device='cuda:0')","tensor(0.2128, device='cuda:0')","tensor(4.1580, device='cuda:0')",4.379006386,4.158269882,0.220140919,4.158865452,6.70E-07,1,-0.003802099,0.003444496,TRUE,0,0.0001,TRUE,0.4,0.0001,FALSE
s0_0.0001lr_Adam0dropout_0.0001L2,3.1376987,"tensor(3.1254, device='cuda:0')","tensor(0.0215, device='cuda:0')","tensor(3.1162, device='cuda:0')",3.116416216,3.145051241,0.02029396,3.096122265,0.000232269,1,0.906000389,0.909060562,TRUE,0,0.0001,FALSE,0,0.0001,FALSE
s0_0.0001lr_Adam0.1dropout_0.0001L2,3.0492363,"tensor(3.0141, device='cuda:0')","tensor(0.0187, device='cuda:0')","tensor(3.0305, device='cuda:0')",2.824551105,2.836895466,0.023731334,2.800819874,0.068345584,1,0.898300453,0.891159819,TRUE,0,0.0001,FALSE,0.1,0.0001,FALSE
s0_0.0001lr_Adam0.2dropout_0.0001L2,3.0776129,"tensor(3.1415, device='cuda:0')","tensor(0.0198, device='cuda:0')","tensor(3.0578, device='cuda:0')",3.078386307,3.139422417,0.017666299,3.060719967,0.1190355,1,0.924292096,0.924804447,TRUE,0,0.0001,FALSE,0.2,0.0001,FALSE
s0_0.0001lr_Adam0.3dropout_0.0001L2,3.056797,"tensor(3.1101, device='cuda:0')","tensor(0.0154, device='cuda:0')","tensor(3.0414, device='cuda:0')",3.111410618,3.15393877,0.018037036,3.093373537,0.10246118,1,0.906559136,0.90662199,TRUE,0,0.0001,FALSE,0.3,0.0001,FALSE
s0_0.0001lr_Adam0.4dropout_0.0001L2,3.1006827,"tensor(3.2201, device='cuda:0')","tensor(0.0154, device='cuda:0')","tensor(3.0853, device='cuda:0')",3.068776608,3.168202877,0.015028078,3.053748608,0.22883043,1,0.929182911,0.937486773,TRUE,0,0.0001,FALSE,0.4,0.0001,FALSE
s0_1e-05lr_SGD0dropout_0.0001L2,4.453821,"tensor(4.1577, device='cuda:0')","tensor(0.2970, device='cuda:0')","tensor(4.1568, device='cuda:0')",4.51303339,4.15773344,0.350983143,4.162050247,-1.84E-08,1,-0.00025115,-0.000253129,TRUE,0,1.00E-05,TRUE,0,0.0001,FALSE
s0_1e-05lr_SGD0.1dropout_0.0001L2,4.4129868,"tensor(4.1582, device='cuda:0')","tensor(0.2550, device='cuda:0')","tensor(4.1580, device='cuda:0')",4.438752651,4.158181667,0.279972583,4.158780098,3.76E-06,1,0.001410424,0.002029187,TRUE,0,1.00E-05,TRUE,0.1,0.0001,FALSE
s0_1e-05lr_SGD0.2dropout_0.0001L2,4.419466,"tensor(4.1581, device='cuda:0')","tensor(0.2562, device='cuda:0')","tensor(4.1633, device='cuda:0')",4.455287457,4.158041477,0.291854292,4.163433075,0.000151931,1,0.003273076,-0.004670063,TRUE,0,1.00E-05,TRUE,0.2,0.0001,FALSE
s0_1e-05lr_SGD0.3dropout_0.0001L2,4.459837,"tensor(4.1582, device='cuda:0')","tensor(0.2990, device='cuda:0')","tensor(4.1608, device='cuda:0')",4.455793381,4.158194542,0.294962853,4.160830498,6.31E-05,1,-0.003024306,0.000238375,TRUE,0,1.00E-05,TRUE,0.3,0.0001,FALSE
s0_1e-05lr_SGD0.4dropout_0.0001L2,4.4109764,"tensor(4.1577, device='cuda:0')","tensor(0.2524, device='cuda:0')","tensor(4.1586, device='cuda:0')",4.446972847,4.157464981,0.28688544,4.160087585,0.000513254,1,-0.00127945,-0.006310963,TRUE,0,1.00E-05,TRUE,0.4,0.0001,FALSE
s0_1e-05lr_Adam0dropout_0.0001L2,4.3970323,"tensor(4.1022, device='cuda:0')","tensor(0.3056, device='cuda:0')","tensor(4.0914, device='cuda:0')",4.420125008,4.102194786,0.335914403,4.084210396,9.84E-08,1,0,0,TRUE,0,1.00E-05,FALSE,0,0.0001,FALSE
s0_1e-05lr_Adam0.1dropout_0.0001L2,4.3170104,"tensor(4.1107, device='cuda:0')","tensor(0.2092, device='cuda:0')","tensor(4.1078, device='cuda:0')",4.313035488,4.108599663,0.214570552,4.098464966,0.00481479,1,0.018560198,0.018751495,TRUE,0,1.00E-05,FALSE,0.1,0.0001,FALSE
s0_1e-05lr_Adam0.2dropout_0.0001L2,4.3040543,"tensor(4.1093, device='cuda:0')","tensor(0.2008, device='cuda:0')","tensor(4.1033, device='cuda:0')",4.318006039,4.106542587,0.211477786,4.106528282,0.006126264,1,0.050441146,0.01264249,TRUE,0,1.00E-05,FALSE,0.2,0.0001,FALSE
s0_1e-05lr_Adam0.3dropout_0.0001L2,4.251058,"tensor(4.1148, device='cuda:0')","tensor(0.1449, device='cuda:0')","tensor(4.1062, device='cuda:0')",4.257224083,4.10968399,0.157947212,4.09927702,0.009979525,1,0.304562912,0.295667065,TRUE,0,1.00E-05,FALSE,0.3,0.0001,FALSE
s0_1e-05lr_Adam0.4dropout_0.0001L2,4.310151,"tensor(4.1224, device='cuda:0')","tensor(0.2020, device='cuda:0')","tensor(4.1081, device='cuda:0')",4.329288483,4.116075039,0.223108351,4.106180191,0.012452021,1,0.041190376,0.04145062,TRUE,0,1.00E-05,FALSE,0.4,0.0001,FALSE
s5_0.1lr_SGD0dropout_0.0001L2,3.4966145,"tensor(3.9759, device='cuda:0')","tensor(0.0903, device='cuda:0')","tensor(3.4063, device='cuda:0')",2.750995874,2.75868845,3.73E-07,2.750995398,0.006451778,1,0.999998366,0.999998289,TRUE,5,0.1,TRUE,0,0.0001,FALSE
s5_0.1lr_SGD0.1dropout_0.0001L2,4.0707946,"tensor(3.3613, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(3.3782, device='cuda:0')",2.609434128,2.613652945,1.23E-05,2.60942173,0.024495192,1,0.999967904,0.999955661,TRUE,5,0.1,TRUE,0.1,0.0001,FALSE
s5_0.1lr_SGD0.2dropout_0.0001L2,3.9264169,"tensor(2.6529, device='cuda:0')","tensor(0.6914, device='cuda:0')","tensor(3.2350, device='cuda:0')",2.843809366,2.843067169,3.87E-06,2.843805552,0.02039195,1,0.999981737,0.99998319,TRUE,5,0.1,TRUE,0.2,0.0001,FALSE
s5_0.1lr_SGD0.3dropout_0.0001L2,3.332061,"tensor(3.8571, device='cuda:0')","tensor(0.0197, device='cuda:0')","tensor(3.3123, device='cuda:0')",2.745855808,2.747386456,5.84E-06,2.745850086,0.03256697,1,0.999965457,0.999963479,TRUE,5,0.1,TRUE,0.3,0.0001,FALSE
s5_0.1lr_SGD0.4dropout_0.0001L2,4.107574,"tensor(3.9249, device='cuda:0')","tensor(0.6347, device='cuda:0')","tensor(3.4729, device='cuda:0')",2.791241407,2.792229652,3.76E-06,2.791237593,0.021593966,1,0.999991589,0.999992517,TRUE,5,0.1,TRUE,0.4,0.0001,FALSE
s5_0.1lr_Adam0dropout_0.0001L2,4.3934555,"tensor(4.1388, device='cuda:0')","tensor(0.2310, device='cuda:0')","tensor(4.1624, device='cuda:0')",3.311723948,3.200568199,0.116381161,3.195342779,0.000825491,1,0.512250434,0.513900136,TRUE,5,0.1,FALSE,0,0.0001,FALSE
s5_0.1lr_Adam0.1dropout_0.0001L2,4.3294344,"tensor(4.1067, device='cuda:0')","tensor(0.2129, device='cuda:0')","tensor(4.1165, device='cuda:0')",4.326403141,4.106637955,0.214853942,4.111549377,0.000176302,1,6.57E-09,0,TRUE,5,0.1,FALSE,0.1,0.0001,FALSE
s5_0.1lr_Adam0.2dropout_0.0001L2,4.46012,"tensor(4.1563, device='cuda:0')","tensor(0.2903, device='cuda:0')","tensor(4.1698, device='cuda:0')",2.84975028,2.838271856,0.00369956,2.846050739,0.025792457,1,0.983215749,0.985388176,TRUE,5,0.1,FALSE,0.2,0.0001,FALSE
s5_0.1lr_Adam0.3dropout_0.0001L2,4.3940854,"tensor(4.1347, device='cuda:0')","tensor(0.2349, device='cuda:0')","tensor(4.1592, device='cuda:0')",3.32619977,3.228640556,0.089988835,3.236210823,0.04404538,1,0.600572315,0.600634945,TRUE,5,0.1,FALSE,0.3,0.0001,FALSE
s5_0.1lr_Adam0.4dropout_0.0001L2,4.38834,"tensor(4.1350, device='cuda:0')","tensor(0.2273, device='cuda:0')","tensor(4.1610, device='cuda:0')",3.394459724,3.254276991,0.101981044,3.292478561,0.1335492,1,0.549807954,0.543718565,TRUE,5,0.1,FALSE,0.4,0.0001,FALSE
s5_0.01lr_SGD0dropout_0.0001L2,3.8244958,"tensor(4.0488, device='cuda:0')","tensor(0.0219, device='cuda:0')","tensor(3.8026, device='cuda:0')",2.745908022,2.766253233,5.39E-05,2.745854139,0.007290084,1,0.999765374,0.999744092,TRUE,5,0.01,TRUE,0,0.0001,FALSE
s5_0.01lr_SGD0.1dropout_0.0001L2,3.9511762,"tensor(3.7816, device='cuda:0')","tensor(0.0353, device='cuda:0')","tensor(3.9159, device='cuda:0')",2.79332304,2.804880619,7.73E-05,2.793245792,0.022964422,1,0.99963476,0.999701774,TRUE,5,0.01,TRUE,0.1,0.0001,FALSE
s5_0.01lr_SGD0.2dropout_0.0001L2,4.1531606,"tensor(4.1000, device='cuda:0')","tensor(0.2349, device='cuda:0')","tensor(3.9183, device='cuda:0')",2.87204051,2.876468658,8.95E-05,2.871951103,0.029006071,1,0.999510634,0.999528483,TRUE,5,0.01,TRUE,0.2,0.0001,FALSE
s5_0.01lr_SGD0.3dropout_0.0001L2,3.9058514,"tensor(4.0210, device='cuda:0')","tensor(0.1959, device='cuda:0')","tensor(3.7100, device='cuda:0')",2.77913022,2.789388657,0.000124076,2.779006243,0.026832301,1,0.999512547,0.999443791,TRUE,5,0.01,TRUE,0.3,0.0001,FALSE
s5_0.01lr_SGD0.4dropout_0.0001L2,3.7816176,"tensor(4.1048, device='cuda:0')","tensor(0.0824, device='cuda:0')","tensor(3.6992, device='cuda:0')",2.911205053,2.915903568,8.85E-05,2.9111166,0.03508559,1,0.999549281,0.999511693,TRUE,5,0.01,TRUE,0.4,0.0001,FALSE
s5_0.01lr_Adam0dropout_0.0001L2,4.301975,"tensor(4.0654, device='cuda:0')","tensor(0.3078, device='cuda:0')","tensor(3.9942, device='cuda:0')",2.737753391,2.738017559,6.75E-06,2.737746716,0.00107,1,0.999970217,0.999986057,TRUE,5,0.01,FALSE,0,0.0001,FALSE
s5_0.01lr_Adam0.1dropout_0.0001L2,4.341096,"tensor(4.0650, device='cuda:0')","tensor(0.3076, device='cuda:0')","tensor(4.0335, device='cuda:0')",2.830721617,2.832761765,0.000215751,2.830505848,0.032366663,1,0.9989209,0.998964973,TRUE,5,0.01,FALSE,0.1,0.0001,FALSE
s5_0.01lr_Adam0.2dropout_0.0001L2,4.348822,"tensor(4.0613, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.0416, device='cuda:0')",2.780505657,2.773641586,0.002150119,2.778355598,0.08372404,1,0.990812459,0.981426459,TRUE,5,0.01,FALSE,0.2,0.0001,FALSE
s5_0.01lr_Adam0.3dropout_0.0001L2,4.393313,"tensor(4.1049, device='cuda:0')","tensor(0.3075, device='cuda:0')","tensor(4.0858, device='cuda:0')",2.857897997,2.807082176,0.005065567,2.852832317,0.07504907,1,0.977553699,0.99063904,TRUE,5,0.01,FALSE,0.3,0.0001,FALSE
s5_0.01lr_Adam0.4dropout_0.0001L2,4.4261737,"tensor(4.1396, device='cuda:0')","tensor(0.3092, device='cuda:0')","tensor(4.1170, device='cuda:0')",2.777189016,2.786763906,0.000129563,2.777059555,0.121488534,1,0.999524495,0.999869881,TRUE,5,0.01,FALSE,0.4,0.0001,FALSE
s5_0.001lr_SGD0dropout_0.0001L2,4.261778,"tensor(4.1507, device='cuda:0')","tensor(0.1467, device='cuda:0')","tensor(4.1150, device='cuda:0')",2.908602476,2.93791914,0.000439356,2.908163071,1.51E-05,1,0.997987361,0.998008098,TRUE,5,0.001,TRUE,0,0.0001,FALSE
s5_0.001lr_SGD0.1dropout_0.0001L2,4.3717456,"tensor(4.1565, device='cuda:0')","tensor(0.2413, device='cuda:0')","tensor(4.1304, device='cuda:0')",2.871958256,2.906821489,0.000540295,2.871417999,0.014331615,1,0.997826038,0.997462514,TRUE,5,0.001,TRUE,0.1,0.0001,FALSE
s5_0.001lr_SGD0.2dropout_0.0001L2,4.4307003,"tensor(4.1526, device='cuda:0')","tensor(0.3079, device='cuda:0')","tensor(4.1228, device='cuda:0')",2.821331978,2.86568737,0.002188148,2.819143772,0.028130576,1,0.989714583,0.989490299,TRUE,5,0.001,TRUE,0.2,0.0001,FALSE
s5_0.001lr_SGD0.3dropout_0.0001L2,4.176673,"tensor(3.9602, device='cuda:0')","tensor(0.1685, device='cuda:0')","tensor(4.0082, device='cuda:0')",2.811509609,2.869662523,0.000643608,2.810866117,0.036283452,1,0.996016289,0.996593676,TRUE,5,0.001,TRUE,0.3,0.0001,FALSE
s5_0.001lr_SGD0.4dropout_0.0001L2,4.3415217,"tensor(4.1520, device='cuda:0')","tensor(0.2214, device='cuda:0')","tensor(4.1201, device='cuda:0')",2.813833952,2.873691082,0.000601537,2.813232422,0.04757555,1,0.998065782,0.998288972,TRUE,5,0.001,TRUE,0.4,0.0001,FALSE
s5_0.001lr_Adam0dropout_0.0001L2,4.2559986,"tensor(4.0340, device='cuda:0')","tensor(0.6209, device='cuda:0')","tensor(3.6351, device='cuda:0')",2.800141335,2.813203812,2.93E-06,2.800138474,0.005012727,1,0.99998794,0.999984822,TRUE,5,0.001,FALSE,0,0.0001,FALSE
s5_0.001lr_Adam0.1dropout_0.0001L2,4.153927,"tensor(4.0298, device='cuda:0')","tensor(0.4843, device='cuda:0')","tensor(3.6696, device='cuda:0')",2.783232689,2.793838024,5.07E-05,2.783182144,0.030937446,1,0.999720048,0.999775603,TRUE,5,0.001,FALSE,0.1,0.0001,FALSE
s5_0.001lr_Adam0.2dropout_0.0001L2,4.3149366,"tensor(4.0531, device='cuda:0')","tensor(0.6918, device='cuda:0')","tensor(3.6232, device='cuda:0')",2.823829174,2.824000835,2.01E-05,2.823809147,0.053026356,1,0.999915956,0.999922586,TRUE,5,0.001,FALSE,0.2,0.0001,FALSE
s5_0.001lr_Adam0.3dropout_0.0001L2,3.6648993,"tensor(3.8157, device='cuda:0')","tensor(0.3482, device='cuda:0')","tensor(3.3167, device='cuda:0')",2.854867458,2.860284805,1.11E-05,2.854856491,0.049193755,1,0.99994533,0.999945342,TRUE,5,0.001,FALSE,0.3,0.0001,FALSE
s5_0.001lr_Adam0.4dropout_0.0001L2,3.7606812,"tensor(4.1134, device='cuda:0')","tensor(0.0298, device='cuda:0')","tensor(3.7309, device='cuda:0')",2.783210278,2.796656847,2.77E-05,2.783182621,0.039402045,1,0.999887515,0.999853234,TRUE,5,0.001,FALSE,0.4,0.0001,FALSE
s5_0.0001lr_SGD0dropout_0.0001L2,4.262369,"tensor(4.1490, device='cuda:0')","tensor(0.1612, device='cuda:0')","tensor(4.1012, device='cuda:0')",3.027348757,3.437796116,0.010590782,3.016757965,1.33E-06,1,0.954125423,0.954329454,TRUE,5,0.0001,TRUE,0,0.0001,FALSE
s5_0.0001lr_SGD0.1dropout_0.0001L2,4.3316483,"tensor(4.1341, device='cuda:0')","tensor(0.2205, device='cuda:0')","tensor(4.1112, device='cuda:0')",3.027284861,3.458133459,0.010093452,3.01719141,0.026611062,1,0.956183176,0.956487782,TRUE,5,0.0001,TRUE,0.1,0.0001,FALSE
s5_0.0001lr_SGD0.2dropout_0.0001L2,4.360798,"tensor(4.1055, device='cuda:0')","tensor(0.2796, device='cuda:0')","tensor(4.0812, device='cuda:0')",3.142443657,3.472653627,0.019549035,3.122894526,0.06685046,1,0.906437828,0.911986862,TRUE,5,0.0001,TRUE,0.2,0.0001,FALSE
s5_0.0001lr_SGD0.3dropout_0.0001L2,4.3414245,"tensor(4.1485, device='cuda:0')","tensor(0.2236, device='cuda:0')","tensor(4.1178, device='cuda:0')",3.09663868,3.474029064,0.02719678,3.069441795,0.114440754,1,0.895340062,0.887074412,TRUE,5,0.0001,TRUE,0.3,0.0001,FALSE
s5_0.0001lr_SGD0.4dropout_0.0001L2,4.499984,"tensor(4.0186, device='cuda:0')","tensor(0.2911, device='cuda:0')","tensor(4.2089, device='cuda:0')",3.02099967,3.467542171,0.011359202,3.009640455,0.1612132,1,0.945593866,0.942229504,TRUE,5,0.0001,TRUE,0.4,0.0001,FALSE
s5_0.0001lr_Adam0dropout_0.0001L2,4.317769,"tensor(4.1486, device='cuda:0')","tensor(0.2185, device='cuda:0')","tensor(4.0992, device='cuda:0')",2.702278852,2.789769173,3.09E-05,2.702248096,0.001683136,1,0.999888125,0.999894687,TRUE,5,0.0001,FALSE,0,0.0001,FALSE
