model,loss,entropy,value_loss,policy_loss,tr_loss,tr_entropy,tr_value_loss,tr_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,use_slap,Num_ResBlock,lr,SGD,dropout,L2,extra_act_fc
n10_1e-05lr_Adam0.2dropout_1e-05L2,4.4411764,"tensor(4.1175, device='cuda:0')","tensor(0.2509, device='cuda:0')","tensor(4.1903, device='cuda:0')",3.012650967,3.54368639,0.003493617,3.009157419,0.05376011,1,0.985037332,0.983474389,FALSE,10,1.00E-05,FALSE,0.2,1.00E-05,FALSE
n10_1e-05lr_Adam0.3dropout_1e-05L2,4.4418283,"tensor(4.1575, device='cuda:0')","tensor(0.2818, device='cuda:0')","tensor(4.1600, device='cuda:0')",3.167871237,3.592935562,0.008827581,3.15904355,0.08707157,1,0.964054112,0.96730951,FALSE,10,1.00E-05,FALSE,0.3,1.00E-05,FALSE
n10_1e-05lr_Adam0.4dropout_1e-05L2,4.445087,"tensor(4.1577, device='cuda:0')","tensor(0.2837, device='cuda:0')","tensor(4.1614, device='cuda:0')",3.189352512,3.628943205,0.00630894,3.18304348,0.12862536,1,0.973741701,0.972489889,FALSE,10,1.00E-05,FALSE,0.4,1.00E-05,FALSE
n20_0.1lr_SGD0dropout_1e-05L2,4.497901,"tensor(4.1407, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1905, device='cuda:0')",2.569931507,2.570531368,0.002302563,2.56762886,0.003228604,1,0.99039662,0.991753172,FALSE,20,0.1,TRUE,0,1.00E-05,FALSE
n20_0.1lr_SGD0.1dropout_1e-05L2,4.4826655,"tensor(4.1458, device='cuda:0')","tensor(0.3068, device='cuda:0')","tensor(4.1759, device='cuda:0')",2.892399311,2.862841845,0.003911378,2.888487816,0.00955982,1,0.982185602,0.9821654,FALSE,20,0.1,TRUE,0.1,1.00E-05,FALSE
n20_0.1lr_SGD0.2dropout_1e-05L2,4.4701734,"tensor(4.1512, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1628, device='cuda:0')",2.62536788,2.63931179,0.000131025,2.62523675,0.009803707,1,0.999665464,0.999895148,FALSE,20,0.1,TRUE,0.2,1.00E-05,FALSE
n20_0.1lr_SGD0.3dropout_1e-05L2,4.4646134,"tensor(4.1589, device='cuda:0')","tensor(0.3060, device='cuda:0')","tensor(4.1587, device='cuda:0')",2.849748135,2.861746073,6.22E-06,2.849741936,0.026692998,1,0.99994017,0.999971046,FALSE,20,0.1,TRUE,0.3,1.00E-05,FALSE
n20_0.1lr_SGD0.4dropout_1e-05L2,4.4660053,"tensor(4.1586, device='cuda:0')","tensor(0.3069, device='cuda:0')","tensor(4.1591, device='cuda:0')",2.833664179,2.838526487,5.89E-06,2.833658218,0.027019901,1,0.99998166,0.999983426,FALSE,20,0.1,TRUE,0.4,1.00E-05,FALSE
n20_0.1lr_Adam0dropout_1e-05L2,4.371454,"tensor(4.1458, device='cuda:0')","tensor(0.2186, device='cuda:0')","tensor(4.1528, device='cuda:0')",4.376178265,4.146343708,0.220057771,4.1561203,0.000189329,1,0,0,FALSE,20,0.1,FALSE,0,1.00E-05,FALSE
n20_0.1lr_Adam0.1dropout_1e-05L2,4.3737526,"tensor(4.1484, device='cuda:0')","tensor(0.2200, device='cuda:0')","tensor(4.1537, device='cuda:0')",4.308981895,4.148639679,0.158137619,4.150844097,0.000186813,1,0.255207229,0.273287279,FALSE,20,0.1,FALSE,0.1,1.00E-05,FALSE
n20_0.1lr_Adam0.2dropout_1e-05L2,4.845103,"tensor(4.1444, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(4.1525, device='cuda:0')",4.87060833,4.143760204,0.71093601,4.15967226,0.000237783,1,4.95E-07,2.38E-07,FALSE,20,0.1,FALSE,0.2,1.00E-05,FALSE
n20_0.1lr_Adam0.3dropout_1e-05L2,4.47017,"tensor(4.1459, device='cuda:0')","tensor(0.3174, device='cuda:0')","tensor(4.1528, device='cuda:0')",4.161633492,4.146058559,0.013889599,4.147743702,0.000175245,1,0.929431496,0.927208158,FALSE,20,0.1,FALSE,0.3,1.00E-05,FALSE
n20_0.1lr_Adam0.4dropout_1e-05L2,4.845654,"tensor(4.1421, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(4.1531, device='cuda:0')",4.793495178,4.143384457,0.644522667,4.148972511,0.000268763,1,3.69E-06,1.07E-06,FALSE,20,0.1,FALSE,0.4,1.00E-05,FALSE
n20_0.01lr_SGD0dropout_1e-05L2,4.5220094,"tensor(4.0919, device='cuda:0')","tensor(0.2984, device='cuda:0')","tensor(4.2236, device='cuda:0')",2.86477375,2.88809514,1.68E-05,2.864756823,0.001828176,1,0.999922549,0.999944684,FALSE,20,0.01,TRUE,0,1.00E-05,FALSE
n20_0.01lr_SGD0.1dropout_1e-05L2,4.4625773,"tensor(4.1564, device='cuda:0')","tensor(0.3072, device='cuda:0')","tensor(4.1554, device='cuda:0')",2.765042543,2.774376392,0.001947647,2.763094902,0.017236654,1,0.990748251,0.991305836,FALSE,20,0.01,TRUE,0.1,1.00E-05,FALSE
n20_0.01lr_SGD0.2dropout_1e-05L2,4.501559,"tensor(4.1067, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1941, device='cuda:0')",2.993363142,2.989025116,0.000475246,2.992887974,0.02655026,1,0.99782852,0.99950893,FALSE,20,0.01,TRUE,0.2,1.00E-05,FALSE
n20_0.01lr_SGD0.3dropout_1e-05L2,4.4706135,"tensor(4.1565, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1632, device='cuda:0')",2.749312878,2.761957169,0.000148263,2.749164581,0.025205277,1,0.999108498,0.999273395,FALSE,20,0.01,TRUE,0.3,1.00E-05,FALSE
n20_0.01lr_SGD0.4dropout_1e-05L2,4.4740496,"tensor(4.1484, device='cuda:0')","tensor(0.3075, device='cuda:0')","tensor(4.1665, device='cuda:0')",2.83112216,2.83727932,0.000126883,2.830995321,0.028691433,1,0.999548695,0.999529076,FALSE,20,0.01,TRUE,0.4,1.00E-05,FALSE
n20_0.01lr_Adam0dropout_1e-05L2,5.1451545,"tensor(3.5846, device='cuda:0')","tensor(0.4822, device='cuda:0')","tensor(4.6630, device='cuda:0')",2.887460709,2.856240273,0.0043212,2.88313961,0.005268806,1,0.980215301,0.993278602,FALSE,20,0.01,FALSE,0,1.00E-05,FALSE
n20_0.01lr_Adam0.1dropout_1e-05L2,4.8083906,"tensor(4.1360, device='cuda:0')","tensor(0.6890, device='cuda:0')","tensor(4.1194, device='cuda:0')",2.798580408,2.800994635,9.84E-05,2.798481941,0.042012725,1,0.999729407,0.999608516,FALSE,20,0.01,FALSE,0.1,1.00E-05,FALSE
n20_0.01lr_Adam0.2dropout_1e-05L2,4.6891985,"tensor(3.9450, device='cuda:0')","tensor(0.3084, device='cuda:0')","tensor(4.3808, device='cuda:0')",2.89770031,2.889637709,2.58E-05,2.897674561,0.029273044,1,0.999933302,0.999934199,FALSE,20,0.01,FALSE,0.2,1.00E-05,FALSE
n20_0.01lr_Adam0.3dropout_1e-05L2,4.4682503,"tensor(4.1579, device='cuda:0')","tensor(0.3078, device='cuda:0')","tensor(4.1604, device='cuda:0')",2.968106031,2.972238064,2.78E-06,2.96810317,0.021722356,1,0.999945416,0.999994489,FALSE,20,0.01,FALSE,0.3,1.00E-05,FALSE
n20_0.01lr_Adam0.4dropout_1e-05L2,4.465988,"tensor(4.1588, device='cuda:0')","tensor(0.3071, device='cuda:0')","tensor(4.1589, device='cuda:0')",2.844465733,2.806148052,0.005534654,2.838931084,0.044980958,1,0.977777901,0.982799347,FALSE,20,0.01,FALSE,0.4,1.00E-05,FALSE
n20_0.001lr_SGD0dropout_1e-05L2,4.483845,"tensor(4.1394, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.1765, device='cuda:0')",2.84575057,2.887657642,0.000157583,2.845592976,0.000192641,1,0.999353275,0.999414783,FALSE,20,0.001,TRUE,0,1.00E-05,FALSE
n20_0.001lr_SGD0.1dropout_1e-05L2,4.6003733,"tensor(4.0218, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.2931, device='cuda:0')",2.723412514,2.804224968,0.001110651,2.72230196,0.014308986,1,0.996636473,0.996573806,FALSE,20,0.001,TRUE,0.1,1.00E-05,FALSE
n20_0.001lr_SGD0.2dropout_1e-05L2,4.4688406,"tensor(4.1558, device='cuda:0')","tensor(0.3071, device='cuda:0')","tensor(4.1617, device='cuda:0')",2.854496002,2.892632484,0.001462947,2.853033066,0.027356606,1,0.994831061,0.994121496,FALSE,20,0.001,TRUE,0.2,1.00E-05,FALSE
n20_0.001lr_SGD0.3dropout_1e-05L2,4.469119,"tensor(4.1496, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.1618, device='cuda:0')",2.893909693,2.928541899,0.002383437,2.891526222,0.036761045,1,0.98958225,0.989731815,FALSE,20,0.001,TRUE,0.3,1.00E-05,FALSE
n20_0.001lr_SGD0.4dropout_1e-05L2,4.480366,"tensor(4.1354, device='cuda:0')","tensor(0.3069, device='cuda:0')","tensor(4.1735, device='cuda:0')",2.889976978,2.94974947,0.002363787,2.887613297,0.05575696,1,0.990085108,0.991170714,FALSE,20,0.001,TRUE,0.4,1.00E-05,FALSE
n20_0.001lr_Adam0dropout_1e-05L2,4.4696302,"tensor(4.1325, device='cuda:0')","tensor(0.3072, device='cuda:0')","tensor(4.1624, device='cuda:0')",2.726135254,2.757560015,3.55E-06,2.726131678,0.001797757,1,0.999984807,0.999996161,FALSE,20,0.001,FALSE,0,1.00E-05,FALSE
n20_0.001lr_Adam0.1dropout_1e-05L2,4.490014,"tensor(4.1429, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1827, device='cuda:0')",2.712890625,2.731091261,4.48E-05,2.712845802,0.0234087,1,0.999695364,0.999564326,FALSE,20,0.001,FALSE,0.1,1.00E-05,FALSE
n20_0.001lr_Adam0.2dropout_1e-05L2,4.460643,"tensor(4.1578, device='cuda:0')","tensor(0.3076, device='cuda:0')","tensor(4.1530, device='cuda:0')",2.903607845,2.890161514,0.001982688,2.901625156,0.02926103,1,0.990787166,0.990815417,FALSE,20,0.001,FALSE,0.2,1.00E-05,FALSE
n20_0.001lr_Adam0.3dropout_1e-05L2,4.4817142,"tensor(4.1396, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1743, device='cuda:0')",2.796652079,2.756064177,0.003922091,2.792730093,0.030052474,1,0.982648237,0.98256451,FALSE,20,0.001,FALSE,0.3,1.00E-05,FALSE
n20_0.001lr_Adam0.4dropout_1e-05L2,4.432464,"tensor(4.1419, device='cuda:0')","tensor(0.2565, device='cuda:0')","tensor(4.1760, device='cuda:0')",2.93579793,2.94384861,4.12E-05,2.935756683,0.039035164,1,0.99980964,0.999792399,FALSE,20,0.001,FALSE,0.4,1.00E-05,FALSE
n20_0.0001lr_SGD0dropout_1e-05L2,4.453098,"tensor(4.1248, device='cuda:0')","tensor(0.2596, device='cuda:0')","tensor(4.1935, device='cuda:0')",3.269828796,3.83694315,0.007891564,3.261937141,2.26E-05,1,0.966241075,0.966431833,FALSE,20,0.0001,TRUE,0,1.00E-05,FALSE
n20_0.0001lr_SGD0.1dropout_1e-05L2,4.461577,"tensor(4.1396, device='cuda:0')","tensor(0.2793, device='cuda:0')","tensor(4.1823, device='cuda:0')",3.323299408,3.818062782,0.009757448,3.313541889,0.02888293,1,0.95540719,0.95393662,FALSE,20,0.0001,TRUE,0.1,1.00E-05,FALSE
n20_0.0001lr_SGD0.2dropout_1e-05L2,4.4517035,"tensor(4.1546, device='cuda:0')","tensor(0.2896, device='cuda:0')","tensor(4.1621, device='cuda:0')",3.329746485,3.830712318,0.008857542,3.320888996,0.06296426,1,0.953318298,0.954628996,FALSE,20,0.0001,TRUE,0.2,1.00E-05,FALSE
n20_0.0001lr_SGD0.3dropout_1e-05L2,4.5068455,"tensor(4.1038, device='cuda:0')","tensor(0.2925, device='cuda:0')","tensor(4.2143, device='cuda:0')",3.357033968,3.825915337,0.010695629,3.346338272,0.11185262,1,0.955859286,0.953445064,FALSE,20,0.0001,TRUE,0.3,1.00E-05,FALSE
n20_0.0001lr_SGD0.4dropout_1e-05L2,4.46774,"tensor(4.1409, device='cuda:0')","tensor(0.2875, device='cuda:0')","tensor(4.1803, device='cuda:0')",3.428043365,3.836425304,0.009827723,3.418215752,0.15194455,1,0.945778123,0.954531112,FALSE,20,0.0001,TRUE,0.4,1.00E-05,FALSE
n20_0.0001lr_Adam0dropout_1e-05L2,4.465723,"tensor(4.1582, device='cuda:0')","tensor(0.3063, device='cuda:0')","tensor(4.1594, device='cuda:0')",2.850978613,2.904750824,0.00020708,2.850771427,0.000842623,1,0.999057876,0.99968198,FALSE,20,0.0001,FALSE,0,1.00E-05,FALSE
n20_0.0001lr_Adam0.1dropout_1e-05L2,4.481009,"tensor(4.1409, device='cuda:0')","tensor(0.3097, device='cuda:0')","tensor(4.1713, device='cuda:0')",2.795073271,2.848597288,0.001543689,2.79352951,0.008956853,1,0.993011822,0.995366845,FALSE,20,0.0001,FALSE,0.1,1.00E-05,FALSE
n20_0.0001lr_Adam0.2dropout_1e-05L2,4.465609,"tensor(4.1566, device='cuda:0')","tensor(0.3075, device='cuda:0')","tensor(4.1581, device='cuda:0')",2.943782091,2.963296175,0.004217297,2.939564705,0.019058626,1,0.981807429,0.994360157,FALSE,20,0.0001,FALSE,0.2,1.00E-05,FALSE
n20_0.0001lr_Adam0.3dropout_1e-05L2,4.4683323,"tensor(4.1524, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.1611, device='cuda:0')",2.962503672,2.996630907,0.000209496,2.962294102,0.023291681,1,0.998977084,0.996538617,FALSE,20,0.0001,FALSE,0.3,1.00E-05,FALSE
n20_0.0001lr_Adam0.4dropout_1e-05L2,4.3945446,"tensor(4.1366, device='cuda:0')","tensor(0.2164, device='cuda:0')","tensor(4.1781, device='cuda:0')",3.008811235,3.038656712,0.002189932,3.006621361,0.038632557,1,0.989552979,0.992023235,FALSE,20,0.0001,FALSE,0.4,1.00E-05,FALSE
n20_1e-05lr_SGD0dropout_1e-05L2,4.464942,"tensor(4.1362, device='cuda:0')","tensor(0.2843, device='cuda:0')","tensor(4.1807, device='cuda:0')",4.327250481,4.12126255,0.172668368,4.154582024,5.49E-08,1,0.211923906,0.212305593,FALSE,20,1.00E-05,TRUE,0,1.00E-05,FALSE
n20_1e-05lr_SGD0.1dropout_1e-05L2,4.460364,"tensor(4.1208, device='cuda:0')","tensor(0.2713, device='cuda:0')","tensor(4.1890, device='cuda:0')",4.367875576,4.110129833,0.211309761,4.156565666,0.014800542,1,0.06269459,0.083877566,FALSE,20,1.00E-05,TRUE,0.1,1.00E-05,FALSE
n20_1e-05lr_SGD0.2dropout_1e-05L2,4.4127774,"tensor(4.1574, device='cuda:0')","tensor(0.2531, device='cuda:0')","tensor(4.1597, device='cuda:0')",4.375928402,4.093214989,0.204480797,4.171447754,0.03484197,1,0.054693394,0.081258012,FALSE,20,1.00E-05,TRUE,0.2,1.00E-05,FALSE
n20_1e-05lr_SGD0.3dropout_1e-05L2,4.5105624,"tensor(4.1395, device='cuda:0')","tensor(0.3293, device='cuda:0')","tensor(4.1813, device='cuda:0')",4.347512722,4.096818924,0.183401465,4.164111137,0.05301295,1,0.068633714,0.190302615,FALSE,20,1.00E-05,TRUE,0.3,1.00E-05,FALSE
n20_1e-05lr_SGD0.4dropout_1e-05L2,4.4159975,"tensor(4.1177, device='cuda:0')","tensor(0.2242, device='cuda:0')","tensor(4.1918, device='cuda:0')",4.42369318,4.08406496,0.224523336,4.199169636,0.07759149,1,-0.008714698,-0.006078085,FALSE,20,1.00E-05,TRUE,0.4,1.00E-05,FALSE
n20_1e-05lr_Adam0dropout_1e-05L2,4.5216103,"tensor(4.0753, device='cuda:0')","tensor(0.2889, device='cuda:0')","tensor(4.2327, device='cuda:0')",2.961764336,3.368479967,0.000848341,2.960916042,6.38E-05,1,0.996623748,0.996594182,FALSE,20,1.00E-05,FALSE,0,1.00E-05,FALSE
n20_1e-05lr_Adam0.1dropout_1e-05L2,4.4955254,"tensor(4.1071, device='cuda:0')","tensor(0.2935, device='cuda:0')","tensor(4.2020, device='cuda:0')",3.04445982,3.425655365,0.004435939,3.040023804,0.023322495,1,0.979144567,0.977863699,FALSE,20,1.00E-05,FALSE,0.1,1.00E-05,FALSE
n20_1e-05lr_Adam0.2dropout_1e-05L2,4.480208,"tensor(4.1424, device='cuda:0')","tensor(0.3070, device='cuda:0')","tensor(4.1732, device='cuda:0')",3.190667152,3.476672649,0.004351052,3.186316013,0.0375495,1,0.977563858,0.979718782,FALSE,20,1.00E-05,FALSE,0.2,1.00E-05,FALSE
n20_1e-05lr_Adam0.3dropout_1e-05L2,4.4239078,"tensor(4.1574, device='cuda:0')","tensor(0.2631, device='cuda:0')","tensor(4.1608, device='cuda:0')",3.131314278,3.511115789,0.004123297,3.127191067,0.0675749,1,0.9794669,0.980964822,FALSE,20,1.00E-05,FALSE,0.3,1.00E-05,FALSE
n20_1e-05lr_Adam0.4dropout_1e-05L2,4.54144,"tensor(4.0663, device='cuda:0')","tensor(0.3098, device='cuda:0')","tensor(4.2316, device='cuda:0')",3.145504475,3.555813789,0.006866943,3.138637543,0.13340929,1,0.971842967,0.967347929,FALSE,20,1.00E-05,FALSE,0.4,1.00E-05,FALSE
s0_0.1lr_SGD0dropout_0.0001L2_extra,3.1721456,"tensor(2.9384, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(2.9592, device='cuda:0')",3.090515375,2.87359333,0.219321877,2.871193409,0.000298887,1,0,0,TRUE,0,0.1,TRUE,0,0.0001,TRUE
s0_0.1lr_SGD0.1dropout_0.0001L2_extra,4.3264904,"tensor(4.1070, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1135, device='cuda:0')",4.328108311,4.106990814,0.223212928,4.104895592,0.000107831,1,0.000193589,-6.42E-05,TRUE,0,0.1,TRUE,0.1,0.0001,TRUE
s0_0.1lr_SGD0.2dropout_0.0001L2_extra,3.169236,"tensor(2.9300, device='cuda:0')","tensor(0.2139, device='cuda:0')","tensor(2.9553, device='cuda:0')",3.122070074,2.904686928,0.218073055,2.903996944,0.102295496,1,6.30E-05,-7.90E-06,TRUE,0,0.1,TRUE,0.2,0.0001,TRUE
s0_0.1lr_SGD0.3dropout_0.0001L2_extra,2.9702742,"tensor(2.9372, device='cuda:0')","tensor(0.0047, device='cuda:0')","tensor(2.9656, device='cuda:0')",2.917176008,2.965988159,0.004692583,2.912483454,0.50599504,1,0.979237747,0.950544595,TRUE,0,0.1,TRUE,0.3,0.0001,TRUE
s0_0.1lr_SGD0.4dropout_0.0001L2_extra,4.3273396,"tensor(4.1082, device='cuda:0')","tensor(0.2138, device='cuda:0')","tensor(4.1135, device='cuda:0')",4.326187611,4.107974052,0.226334035,4.099853516,0.000158984,1,2.45E-05,0.000108899,TRUE,0,0.1,TRUE,0.4,0.0001,TRUE
s0_0.1lr_Adam0dropout_0.0001L2_extra,4.3329654,"tensor(4.1145, device='cuda:0')","tensor(0.2151, device='cuda:0')","tensor(4.1178, device='cuda:0')",4.328377247,4.113854885,0.224129289,4.104248047,0.000250031,1,0,0,TRUE,0,0.1,FALSE,0,0.0001,TRUE
s0_0.1lr_Adam0.1dropout_0.0001L2_extra,4.3314414,"tensor(4.1017, device='cuda:0')","tensor(0.2141, device='cuda:0')","tensor(4.1173, device='cuda:0')",4.339196682,4.100147247,0.213943213,4.125253677,0.000156622,1,2.75E-07,-2.82E-07,TRUE,0,0.1,FALSE,0.1,0.0001,TRUE
s0_0.1lr_Adam0.2dropout_0.0001L2_extra,4.3296185,"tensor(4.1066, device='cuda:0')","tensor(0.2134, device='cuda:0')","tensor(4.1162, device='cuda:0')",4.333545208,4.106824875,0.212165296,4.121379852,9.07E-05,1,0,0,TRUE,0,0.1,FALSE,0.2,0.0001,TRUE
s0_0.1lr_Adam0.3dropout_0.0001L2_extra,4.807227,"tensor(4.1057, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(4.1147, device='cuda:0')",4.904905319,4.106232643,0.794921875,4.109983444,0.000183495,1,-1.191639006,-1.125038127,TRUE,0,0.1,FALSE,0.3,0.0001,TRUE
s0_0.1lr_Adam0.4dropout_0.0001L2_extra,4.3296494,"tensor(4.1048, device='cuda:0')","tensor(0.2142, device='cuda:0')","tensor(4.1155, device='cuda:0')",4.323939323,4.107601166,0.23315236,4.090786934,0.000155769,1,0,0,TRUE,0,0.1,FALSE,0.4,0.0001,TRUE
s0_0.01lr_SGD0dropout_0.0001L2_extra,3.24692,"tensor(3.3332, device='cuda:0')","tensor(0.0259, device='cuda:0')","tensor(3.2210, device='cuda:0')",3.351676226,3.335980892,0.028995883,3.322680235,0.008336647,1,0.868231223,0.891755559,TRUE,0,0.01,TRUE,0,0.0001,TRUE
s0_0.01lr_SGD0.1dropout_0.0001L2_extra,4.3267612,"tensor(4.1082, device='cuda:0')","tensor(0.2137, device='cuda:0')","tensor(4.1130, device='cuda:0')",4.327609062,4.107183456,0.22570616,4.101902962,0.001865643,1,0.00144442,0.00020485,TRUE,0,0.01,TRUE,0.1,0.0001,TRUE
s0_0.01lr_SGD0.2dropout_0.0001L2_extra,3.4310715,"tensor(3.6163, device='cuda:0')","tensor(0.0388, device='cuda:0')","tensor(3.3922, device='cuda:0')",3.591967583,3.680305004,0.074981749,3.516985893,0.16932622,1,0.653016427,0.746909217,TRUE,0,0.01,TRUE,0.2,0.0001,TRUE
s0_0.01lr_SGD0.3dropout_0.0001L2_extra,3.6404645,"tensor(3.7961, device='cuda:0')","tensor(0.0334, device='cuda:0')","tensor(3.6070, device='cuda:0')",3.73996973,3.760336161,0.043914743,3.696054935,0.17166026,1,0.798387715,0.811498164,TRUE,0,0.01,TRUE,0.3,0.0001,TRUE
s0_0.01lr_SGD0.4dropout_0.0001L2_extra,3.724779,"tensor(3.8257, device='cuda:0')","tensor(0.0422, device='cuda:0')","tensor(3.6826, device='cuda:0')",3.801190376,3.755922318,0.05082351,3.750366926,0.18095064,1,0.754165213,0.746678574,TRUE,0,0.01,TRUE,0.4,0.0001,TRUE
s0_0.01lr_Adam0dropout_0.0001L2_extra,4.326192,"tensor(4.1078, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1132, device='cuda:0')",4.335478783,4.107357979,0.217718422,4.117760181,2.86E-06,1,0,0,TRUE,0,0.01,FALSE,0,0.0001,TRUE
s0_0.01lr_Adam0.1dropout_0.0001L2_extra,3.1689591,"tensor(2.9512, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(2.9559, device='cuda:0')",3.22115922,3.020860672,0.209339514,3.011819601,0.07093212,1,-9.60E-05,-2.39E-06,TRUE,0,0.01,FALSE,0.1,0.0001,TRUE
s0_0.01lr_Adam0.2dropout_0.0001L2_extra,4.321986,"tensor(4.0685, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(4.1089, device='cuda:0')",4.319835663,4.101373672,0.224782676,4.095053196,0.008249141,1,0.000169642,1.77E-05,TRUE,0,0.01,FALSE,0.2,0.0001,TRUE
s0_0.01lr_Adam0.3dropout_0.0001L2_extra,4.327804,"tensor(4.1059, device='cuda:0')","tensor(0.2136, device='cuda:0')","tensor(4.1142, device='cuda:0')",4.320684433,4.106059074,0.22178407,4.098900318,3.17E-06,1,-2.23E-05,5.56E-05,TRUE,0,0.01,FALSE,0.3,0.0001,TRUE
s0_0.01lr_Adam0.4dropout_0.0001L2_extra,2.9572265,"tensor(2.9366, device='cuda:0')","tensor(0.0018, device='cuda:0')","tensor(2.9555, device='cuda:0')",2.963427067,2.979709148,0.003750151,2.959676981,0.576268,1,0.987630413,0.997077041,TRUE,0,0.01,FALSE,0.4,0.0001,TRUE
s0_0.001lr_SGD0dropout_0.0001L2_extra,4.3590827,"tensor(4.1553, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(4.1460, device='cuda:0')",4.360697269,4.155258179,0.220875651,4.139821529,-6.95E-09,1,0.001141785,0.001141627,TRUE,0,0.001,TRUE,0,0.0001,TRUE
s0_0.001lr_SGD0.1dropout_0.0001L2_extra,4.3576164,"tensor(4.1558, device='cuda:0')","tensor(0.2121, device='cuda:0')","tensor(4.1455, device='cuda:0')",4.358329296,4.155814171,0.210139364,4.148190022,3.50E-05,1,-0.002081111,0.002591271,TRUE,0,0.001,TRUE,0.1,0.0001,TRUE
s0_0.001lr_SGD0.2dropout_0.0001L2_extra,4.3503103,"tensor(4.1529, device='cuda:0')","tensor(0.2131, device='cuda:0')","tensor(4.1372, device='cuda:0')",4.364145279,4.152648926,0.231426924,4.132718563,0.000561197,1,0.002396571,0.003042833,TRUE,0,0.001,TRUE,0.2,0.0001,TRUE
s0_0.001lr_SGD0.3dropout_0.0001L2_extra,4.357966,"tensor(4.1558, device='cuda:0')","tensor(0.2128, device='cuda:0')","tensor(4.1452, device='cuda:0')",4.358967304,4.155680656,0.215608865,4.143358231,0.000236952,1,-0.005253781,0.003438032,TRUE,0,0.001,TRUE,0.3,0.0001,TRUE
s0_0.001lr_SGD0.4dropout_0.0001L2_extra,4.3520074,"tensor(4.1530, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1390, device='cuda:0')",4.35211277,4.152157784,0.218966603,4.133146286,0.001858203,1,-0.002873762,0.000454237,TRUE,0,0.001,TRUE,0.4,0.0001,TRUE
s0_0.001lr_Adam0dropout_0.0001L2_extra,2.9524732,"tensor(2.9586, device='cuda:0')","tensor(0.0030, device='cuda:0')","tensor(2.9495, device='cuda:0')",2.759372234,2.764285564,0.001324214,2.758048058,0.003753775,1,0.994222996,0.995583597,TRUE,0,0.001,FALSE,0,0.0001,TRUE
s0_0.001lr_Adam0.1dropout_0.0001L2_extra,2.950683,"tensor(2.9311, device='cuda:0')","tensor(0.0016, device='cuda:0')","tensor(2.9491, device='cuda:0')",2.973320246,2.950046062,0.00353314,2.969787121,0.037084706,1,0.986623178,0.987696642,TRUE,0,0.001,FALSE,0.1,0.0001,TRUE
s0_0.001lr_Adam0.2dropout_0.0001L2_extra,2.9478137,"tensor(2.9324, device='cuda:0')","tensor(0.0014, device='cuda:0')","tensor(2.9464, device='cuda:0')",2.854736567,2.867053986,0.000494296,2.854242325,0.087649755,1,0.997146837,0.993126355,TRUE,0,0.001,FALSE,0.2,0.0001,TRUE
s0_0.001lr_Adam0.3dropout_0.0001L2_extra,2.948516,"tensor(2.9413, device='cuda:0')","tensor(0.0012, device='cuda:0')","tensor(2.9473, device='cuda:0')",2.98081851,3.006675482,0.002922742,2.977895737,0.09286754,1,0.984736195,0.985427666,TRUE,0,0.001,FALSE,0.3,0.0001,TRUE
s0_0.001lr_Adam0.4dropout_0.0001L2_extra,2.9574046,"tensor(2.9896, device='cuda:0')","tensor(0.0055, device='cuda:0')","tensor(2.9519, device='cuda:0')",3.015951633,3.014385223,0.003373249,3.012578487,0.13418576,1,0.993024034,0.964986077,TRUE,0,0.001,FALSE,0.4,0.0001,TRUE
s0_0.0001lr_SGD0dropout_0.0001L2_extra,4.366794,"tensor(4.1561, device='cuda:0')","tensor(0.2129, device='cuda:0')","tensor(4.1539, device='cuda:0')",4.382165432,4.156119823,0.22966671,4.152498722,-8.82E-09,1,0.000106585,0.00010725,TRUE,0,0.0001,TRUE,0,0.0001,TRUE
s0_0.0001lr_SGD0.1dropout_0.0001L2_extra,4.3743625,"tensor(4.1564, device='cuda:0')","tensor(0.2130, device='cuda:0')","tensor(4.1614, device='cuda:0')",4.367043495,4.15637064,0.208617046,4.158426285,3.63E-05,1,-3.70E-05,6.32E-06,TRUE,0,0.0001,TRUE,0.1,0.0001,TRUE
