loss,entropy,value_loss,policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,v_loss,v_entropy,v_value_loss,v_policy_loss
5.167244911193848,4.158114433288574,1.009102702140808,4.15814208984375,0.00016525498,1.0,0.0005509330531053847,0.00037663287060585304,5.208211421966553,4.158311367034912,1.0403594970703125,4.16785192489624
5.167303085327148,4.15683650970459,1.0118111371994019,4.155491828918457,0.0005241425,1.0,-0.0010418117814943173,0.000704326732995586,5.1842193603515625,4.158129692077637,1.0199580192565918,4.164261341094971
5.161477088928223,4.1570634841918945,1.00486159324646,4.156615257263184,0.00034025306,1.0,-0.0014647872213167101,-0.0008905951499753595,5.212923049926758,4.156922340393066,1.0123283863067627,4.200594902038574
5.16404914855957,4.157486915588379,1.006788969039917,4.157259941101074,0.00023544229,1.0,-0.0003461253971335232,0.00019404754322605022,5.187345027923584,4.157170295715332,1.0101884603500366,4.177156448364258
5.167435646057129,4.157257080078125,1.0115985870361328,4.155837059020996,0.0002985631,1.0,0.0006989351134133459,0.0005907981973113374,5.227151393890381,4.157649040222168,1.0447076559066772,4.182443618774414
5.158578872680664,4.156719207763672,1.0019452571868896,4.156633377075195,0.00040430314,1.0,0.000700958472866775,-0.0003967421434132312,5.1652607917785645,4.157029151916504,1.0070666074752808,4.158194065093994
5.158730983734131,4.1569976806640625,1.0018972158432007,4.156833648681641,0.00036243908,1.0,-0.000322792684475548,-8.05517325643823e-05,5.172672748565674,4.156189441680908,1.0108014345169067,4.161871433258057
5.157102584838867,4.156340599060059,1.0010392665863037,4.156063079833984,0.00046490668,1.0,0.0006393263252908454,0.0005309487386978562,5.174188137054443,4.156354904174805,1.0165983438491821,4.157589912414551
5.159418106079102,4.155454158782959,1.0044071674346924,4.155011177062988,0.000609413,1.0,-0.00033134723883287975,-0.000585165162158896,5.145318984985352,4.155217170715332,1.003563404083252,4.1417555809021
5.1571455001831055,4.156005382537842,1.0019550323486328,4.155190467834473,0.00042669562,1.0,-0.0007591793109729128,-0.00021313170887671262,5.174389362335205,4.154715538024902,1.0145244598388672,4.159864902496338
5.155302047729492,4.15553092956543,1.0007960796356201,4.154505729675293,0.00046366925,1.0,-0.0003333086953811737,0.001090119223396968,5.216583251953125,4.155385971069336,1.0138349533081055,4.2027482986450195
5.156179904937744,4.1563897132873535,1.0007275342941284,4.155452251434326,0.00030624273,1.0,0.000938265793735682,0.0019111391869133243,5.1815185546875,4.149262428283691,1.005902886390686,4.1756157875061035
5.141160488128662,4.155494689941406,0.985813558101654,4.155346870422363,0.00043400572,1.0,0.01729926197584397,0.020643354944358427,5.150816917419434,4.151058673858643,0.9963442087173462,4.154472827911377
5.114024639129639,4.154677391052246,0.9596768617630005,4.154347896575928,0.0005434958,1.0,0.07627658174726648,0.07896465180953227,5.087876319885254,4.1543707847595215,0.943537175655365,4.144339084625244
5.114052772521973,4.156317710876465,0.9607896208763123,4.153263092041016,0.00029321312,1.0,0.06959182673951603,0.06611367731126128,5.652488708496094,4.154764652252197,1.5001895427703857,4.152298927307129
5.081733226776123,4.153045177459717,0.9259076118469238,4.155825614929199,0.00055780617,1.0,0.08209533672471325,0.08521651940018349,5.554793834686279,4.15609884262085,1.4214717149734497,4.133322238922119
5.0738911628723145,4.156084060668945,0.9201164245605469,4.153774738311768,0.00029860472,1.0,0.09435047863417867,0.08762045841184507,4.872086524963379,4.149787902832031,0.7156335115432739,4.1564531326293945
5.069376468658447,4.154226779937744,0.9148890376091003,4.154487609863281,0.00046287873,1.0,0.10421921148439783,0.1060663010969356,4.824452877044678,4.155603408813477,0.6883248090744019,4.136127948760986
5.07346248626709,4.1549072265625,0.9184839725494385,4.1549787521362305,0.00040234748,1.0,0.11051469734497521,0.10969253712484506,4.738780975341797,4.134139537811279,0.5426428914070129,4.19613790512085
5.055957794189453,4.156329154968262,0.9026665687561035,4.15329122543335,0.0003061576,1.0,0.09453242309182053,0.10320916254378765,5.79860782623291,4.151340961456299,1.73745596408844,4.06115198135376
5.109012603759766,4.154168605804443,0.9559985399246216,4.153014183044434,0.0004188771,1.0,0.043239817335735786,0.039770169106723596,5.805750846862793,4.15305757522583,1.58576238155365,4.2199883460998535
5.1119890213012695,4.154326438903809,0.9557086229324341,4.156280517578125,0.00041662416,1.0,0.04872529453956986,0.0514759885618391,5.667994022369385,4.1464009284973145,1.4471341371536255,4.220860004425049
5.108928680419922,4.154537677764893,0.9530162811279297,4.155912399291992,0.0004002126,1.0,0.048827365047655946,0.0490729552906739,4.866333484649658,4.154494762420654,0.7078792452812195,4.158454418182373
5.07705020904541,4.154815196990967,0.9221875071525574,4.154862880706787,0.00040232757,1.0,0.07149560349078043,0.06845245640387665,4.64074182510376,4.146068572998047,0.4614352583885193,4.179306507110596
5.093346118927002,4.155618667602539,0.9388336539268494,4.154512405395508,0.00036954647,1.0,0.06240568690669768,0.0622364354497682,5.94081449508667,4.148365020751953,1.7439578771591187,4.196856498718262
5.121682167053223,4.153911113739014,0.9669111967086792,4.154770851135254,0.00054914935,1.0,0.04017210983111541,0.03291562325759445,5.706361293792725,4.152524948120117,1.5622307062149048,4.144130706787109
5.153735160827637,4.156800270080566,1.000126600265503,4.153608322143555,0.0002567678,1.0,0.012792838896169778,0.015209735175144012,6.02973747253418,4.130148410797119,1.8288366794586182,4.200901031494141
5.1048173904418945,4.154072284698486,0.9510050415992737,4.153812408447266,0.00064150733,1.0,0.046317935903476326,0.048106865133449084,4.94964075088501,4.152379512786865,0.7367868423461914,4.212853908538818
