model,loss,entropy,value_loss,policy_loss,use_slap,Num_ResBlock,lr,optimizer,dropout,L2,extra_act_fc,batch_size,train_loss,train_entropy,train_value_loss,train_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new
n0_size80512_originalsize10064,2.777275801,2.785064697,3.80E-05,2.777237892,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.985141516,2.990947247,2.40E-05,2.985117435,0.000739011,1,0.999883741,0.999843388
n0_size80512_originalsize10064,2.776005507,2.779250145,8.70E-05,2.775918484,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.629582644,2.626065969,5.32E-05,2.629529476,0.001998607,1,0.999770862,0.999863323
n0_size80512_originalsize10064,2.776469469,2.776879787,3.70E-05,2.776432514,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.806367636,2.808700562,2.56E-05,2.806342125,0.002966119,1,0.999889825,0.999953498
n0_size80512_originalsize10064,2.775873184,2.78365159,4.49E-05,2.775828362,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.638105631,2.649628162,3.38E-05,2.638071775,0.000422916,1,0.999867605,0.999880749
n0_size80512_originalsize10064,2.775873661,2.778844357,4.91E-05,2.775824547,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.824881315,2.82816267,2.11E-05,2.824860334,0.000696861,1,0.999906322,0.999915902
n0_size80512_originalsize10064,2.777202606,2.784888268,7.53E-05,2.777127266,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.790801764,2.801832914,4.74E-05,2.790754318,0.000241953,1,0.999798779,0.999817329
n0_size80512_originalsize10064,2.776879787,2.777826071,8.05E-05,2.776799202,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.705939054,2.711745739,3.43E-05,2.705904722,0.000933515,1,0.999858447,0.999883403
n0_size80512_originalsize10064,2.775884628,2.784328222,8.90E-05,2.775795698,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.76559782,2.752067566,0.001989279,2.763608456,0.000528174,1,0.991030984,0.990889788
n0_size80512_originalsize10064,2.775260687,2.779009342,3.59E-05,2.775224686,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.866454601,2.865754128,2.30E-05,2.866431713,0.000432857,1,0.999894635,0.999889947
n0_size80512_originalsize10064,2.775029421,2.779571772,4.01E-05,2.774989367,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.694641352,2.697252274,3.04E-05,2.694611073,0.001103054,1,0.999873503,0.999851045
n0_size80512_originalsize10064,2.774941206,2.780851364,4.08E-05,2.774900436,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.802335501,2.806946754,1.98E-05,2.802315712,0.000594327,1,0.99991285,0.999900537
n0_size80512_originalsize10064,2.775095701,2.777548552,5.57E-05,2.775039911,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.706035614,2.711884499,2.19E-05,2.70601368,0.000202286,1,0.999910404,0.999932023
n0_size80512_originalsize10064,2.774610281,2.778573751,2.91E-05,2.774581194,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.636785984,2.644467831,3.62E-05,2.636749744,0.000393691,1,0.999856694,0.999906165
n0_size80512_originalsize10064,2.7754879,2.777823925,2.98E-05,2.775458097,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.845270634,2.85024929,3.44E-05,2.845236301,0.000655769,1,0.99985115,0.999930091
n0_size80512_originalsize10064,2.77658844,2.778380871,3.46E-05,2.776553869,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.758838654,2.761264324,2.91E-05,2.758809566,0.000361676,1,0.999879134,0.999891149
n0_size80512_originalsize10064,2.775591373,2.779931545,3.96E-05,2.775551796,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.816850662,2.819621086,5.39E-05,2.81679678,0.000751575,1,0.999769168,0.999811403
n0_size80512_originalsize10064,2.776064396,2.777642965,4.25E-05,2.776021957,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.833259583,2.835452795,7.76E-05,2.833182096,0.000347404,1,0.999638872,0.999808163
n0_size80512_originalsize10064,2.775202513,2.785507679,7.57E-05,2.775126934,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.789255619,2.793828964,0.000158703,2.789096832,0.000922776,1,0.999279686,0.999513667
n0_size80512_originalsize10064,2.776244164,2.786961079,0.000109682,2.776134491,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.92168951,2.922732353,6.92E-05,2.921620369,0.00059425,1,0.999675399,0.999663862
n0_size80512_originalsize10064,2.775690794,2.786769629,0.00013471,2.775556087,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.816251516,2.831041813,0.000178148,2.816073418,0.00056292,1,0.999246989,0.999548076
n0_size80512_originalsize10064,2.774744034,2.779348135,4.11E-05,2.774703026,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.767755747,2.776179314,7.23E-05,2.767683506,0.000225673,1,0.999692134,0.999816995
n0_size80512_originalsize10064,2.774998188,2.781420469,4.73E-05,2.774950981,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.838614225,2.842568159,4.17E-05,2.838572502,0.000306578,1,0.99981674,0.999793341
n0_size80512_originalsize10064,2.774799109,2.780978441,5.00E-05,2.774749041,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.776072264,2.788277626,8.00E-05,2.775992155,0.000614205,1,0.99966752,0.999842297
n0_size80512_originalsize10064,2.775752306,2.776694536,3.30E-05,2.775719404,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.787392139,2.790611267,2.15E-05,2.787370682,0.001523957,1,0.999904751,0.999915959
n0_size80512_originalsize10064,2.776798725,2.783712149,6.29E-05,2.776735783,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.656816721,2.668334246,8.19E-05,2.656734943,0.000885965,1,0.999679954,0.999757781
n0_size80512_originalsize10064,2.775768042,2.787183762,7.48E-05,2.775693178,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.830887556,2.844393015,4.61E-05,2.830841541,0.000399003,1,0.99980605,0.99975194
n0_size80512_originalsize10064,2.775568962,2.779963017,4.59E-05,2.775523186,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.893888474,2.903401375,6.11E-05,2.893827438,0.000609395,1,0.999729767,0.999866551
n0_size80512_originalsize10064,2.775438547,2.778939009,5.37E-05,2.775384903,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.667778969,2.671640635,4.95E-05,2.667729378,0.000335801,1,0.999796599,0.999829801
n0_size80512_originalsize10064,2.775086641,2.780936003,5.40E-05,2.775032759,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.710569143,2.715466976,2.96E-05,2.710539579,0.001355647,1,0.999877835,0.999830016
n0_size80512_originalsize10064,2.774476528,2.779050112,3.38E-05,2.774442673,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.714018583,2.699342728,0.00198241,2.712036133,0.00046606,1,0.991222145,0.991214537
n0_size80512_originalsize10064,2.775132895,2.776551008,0.000260378,2.774872541,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.603213072,2.605027676,5.14E-06,2.603207827,0.001527868,1,0.999979672,0.999977447
n0_size80512_originalsize10064,2.775513411,2.786863089,0.000103108,2.775410414,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.661745787,2.667963028,4.94E-05,2.661696434,0.00076917,1,0.999799884,0.999589874
n0_size80512_originalsize10064,2.775014162,2.777429104,3.99E-05,2.774974346,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.726517439,2.726155758,1.78E-05,2.726499557,0.002875575,1,0.999923179,0.999912824
n0_size80512_originalsize10064,2.776995182,2.776269913,4.80E-05,2.77694726,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.8028934,2.809849262,5.09E-05,2.802842617,0.000543454,1,0.999783753,0.999892343
n0_size80512_originalsize10064,2.775767326,2.778328657,3.58E-05,2.775731564,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.797585964,2.805103779,3.56E-05,2.79755044,0.001445796,1,0.999846614,0.999901901
n0_size80512_originalsize10064,2.776625156,2.774096251,0.000144681,2.776480436,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.710856438,2.71209383,2.00E-05,2.710836411,0.00051958,1,0.999914256,0.999909632
n0_size80512_originalsize10064,2.77593565,2.776858807,3.68E-05,2.775898933,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.626501322,2.609987736,0.001990515,2.624510765,0.001397341,1,0.991435147,0.991451382
n0_size80512_originalsize10064,2.776904821,2.781066418,3.75E-05,2.77686739,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.795740843,2.804714203,4.29E-05,2.795697927,0.001062156,1,0.999817918,0.999867445
n0_size80512_originalsize10064,2.776780367,2.780610085,3.42E-05,2.776746273,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.724202394,2.725564003,0.000248152,2.723954201,0.001822228,1,0.998890867,0.999877199
n0_size80512_originalsize10064,2.77609396,2.77880764,3.24E-05,2.776061535,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.815519571,2.819461584,3.05E-05,2.815489054,0.000357583,1,0.999869704,0.999853044
n0_size80512_originalsize10064,2.775870562,2.782806635,6.19E-05,2.775808573,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.754245758,2.760010242,3.76E-05,2.754208088,0.000304127,1,0.999843621,0.99981582
n0_size80512_originalsize10064,2.775430441,2.780067682,5.34E-05,2.775377035,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.82281518,2.823803902,3.15E-05,2.822783709,0.000853973,1,0.999859048,0.999858598
n0_size80512_originalsize10064,2.775410891,2.780511379,4.29E-05,2.775367975,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.834417343,2.832515478,0.000252791,2.834164619,0.000535734,1,0.99881565,0.999801239
n0_size80512_originalsize10064,2.775209904,2.777472258,4.36E-05,2.775166273,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.879342794,2.88185215,3.85E-05,2.879304171,0.000325074,1,0.999823339,0.999838468
n0_size80512_originalsize10064,2.775128365,2.775298119,7.19E-05,2.775056362,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.786338806,2.785109997,2.06E-05,2.786318302,0.000303977,1,0.99990595,0.999919522
n0_size80512_originalsize10064,2.777979612,2.804583073,0.000365814,2.777613878,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.842888355,2.859336376,0.000111082,2.842777252,0.001017515,1,0.999540692,0.999020119
n0_size80512_originalsize10064,2.775400162,2.776451111,4.20E-05,2.7753582,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.75491333,2.754445076,1.31E-05,2.754900217,0.00221693,1,0.999942793,0.999934026
n0_size80512_originalsize10064,2.775074959,2.778542519,4.33E-05,2.775031805,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.88959074,2.889103889,0.000158372,2.88943243,0.000796404,1,0.999244345,0.999767281
n0_size80512_originalsize10064,2.775127411,2.779928684,4.05E-05,2.77508688,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.832877159,2.831976175,6.91E-05,2.832808018,0.000690739,1,0.999677567,0.999830321
n0_size80512_originalsize10064,2.775401354,2.783411026,5.04E-05,2.775351048,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.879724503,2.885457754,8.50E-05,2.879639626,0.000215044,1,0.999599443,0.999786489
n0_size80512_originalsize10064,2.776381969,2.785089493,6.48E-05,2.77631712,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.937822104,2.946649313,9.29E-05,2.93772912,0.000340943,1,0.99957617,0.999653406
n0_size80512_originalsize10064,2.775006771,2.777040243,5.83E-05,2.774948597,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.843557119,2.849277973,2.06E-05,2.843536615,0.000684341,1,0.999912877,0.999959673
n0_size80512_originalsize10064,2.775066853,2.776516914,6.28E-05,2.775004148,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.819638252,2.817890644,8.20E-05,2.819556236,0.000979707,1,0.999620909,0.999904039
n0_size80512_originalsize10064,2.775663137,2.775849342,6.51E-05,2.775598049,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.767586708,2.767923832,1.49E-05,2.767571926,0.001217444,1,0.999934824,0.99993276
n0_size80512_originalsize10064,2.77765727,2.781793356,3.53E-05,2.777621984,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.82905221,2.837507963,6.25E-05,2.828989744,0.000628068,1,0.999729817,0.999834369
n0_size80512_originalsize10064,2.776591063,2.787200212,6.11E-05,2.776530027,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.826546431,2.835627079,1.70E-05,2.826529503,0.000932701,1,0.99992794,0.999817156
n0_size80512_originalsize10064,2.776197195,2.775040388,7.68E-05,2.776120424,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.852496147,2.858224392,4.36E-05,2.852452517,0.000846196,1,0.999815127,0.999851599
n0_size80512_originalsize10064,2.777115583,2.781514168,8.04E-05,2.777035236,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.760374546,2.764068127,2.20E-05,2.760352612,0.000705067,1,0.999904379,0.999790002
n0_size80512_originalsize10064,2.776342869,2.775439024,5.45E-05,2.776288271,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.780225039,2.784699202,3.72E-05,2.780187845,0.000353727,1,0.999839737,0.999850647
n0_size80512_originalsize10064,2.776229858,2.779169083,5.72E-05,2.776172638,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.764986992,2.76392746,2.16E-05,2.764965534,0.000709327,1,0.999902442,0.999875908
n0_size80512_originalsize10064,2.776516438,2.788604975,8.27E-05,2.776433706,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.693358421,2.704939365,6.39E-05,2.693294525,0.000315125,1,0.999743212,0.999772294
n0_size80512_originalsize10064,2.776192188,2.780081034,4.24E-05,2.77614975,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.803244114,2.808843136,2.64E-05,2.803217649,0.000605219,1,0.999885391,0.999876794
n0_size80512_originalsize10064,2.775880337,2.775244713,4.47E-05,2.775835514,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.804246426,2.80464077,1.30E-05,2.804233551,0.000754682,1,0.999942881,0.999948307
n0_size80512_originalsize10064,2.77465868,2.782979012,5.44E-05,2.774604321,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.837058067,2.838490963,2.29E-05,2.837035179,0.000517671,1,0.999896405,0.999832649
n0_size80512_originalsize10064,2.774724245,2.779971361,5.22E-05,2.774672031,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.835999727,2.831095219,0.000354578,2.835645199,0.001298158,1,0.998357321,0.999432481
n0_size80512_originalsize10064,2.775397301,2.778190136,3.22E-05,2.775365114,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.811332941,2.818773985,3.77E-05,2.811295271,0.000359117,1,0.999836316,0.999879817
n0_size80512_originalsize10064,2.779112577,2.777926445,6.34E-05,2.779049158,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.816438437,2.81449008,1.10E-05,2.816427469,0.000993751,1,0.999956983,0.999825204
n0_size80512_originalsize10064,2.775934696,2.778103113,5.81E-05,2.775876522,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.73992753,2.743186474,2.08E-05,2.739906788,0.001035434,1,0.999908846,0.999884851
n0_size80512_originalsize10064,2.775285482,2.781887293,6.14E-05,2.77522397,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.796945095,2.800221205,2.05E-05,2.796924591,0.000393663,1,0.999908995,0.999904524
n0_size80512_originalsize10064,2.775170565,2.781792164,3.45E-05,2.775135994,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.823067188,2.832203388,4.14E-05,2.823025942,0.00020935,1,0.999814723,0.999837545
n0_size80512_originalsize10064,2.774642706,2.783263206,4.23E-05,2.774600506,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.710646391,2.714621544,4.83E-05,2.710597992,0.000895596,1,0.999791357,0.999788632
n0_size80512_originalsize10064,2.774089813,2.778777838,2.85E-05,2.774061203,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.843994856,2.846735716,9.19E-05,2.843903065,0.000333634,1,0.99957124,0.999660853
n0_size80512_originalsize10064,2.774655342,2.781729221,5.98E-05,2.774595499,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.846324682,2.857382298,6.31E-05,2.846261501,0.000331303,1,0.999725201,0.999844717
n0_size80512_originalsize10064,2.774377346,2.779964924,5.88E-05,2.774318457,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.828505993,2.832557201,2.58E-05,2.828480244,0.00032207,1,0.99988741,0.999853951
n0_size80512_originalsize10064,2.774616241,2.778311491,4.93E-05,2.774566889,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.780984163,2.789701462,8.13E-05,2.780902863,0.000404367,1,0.999673915,0.999833133
n0_size80512_originalsize10064,2.774602413,2.775546312,6.01E-05,2.774542332,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.792902708,2.795656204,2.41E-05,2.792878628,0.00017618,1,0.999892987,0.999904612
n0_size80512_originalsize10064,2.774757862,2.783478975,6.09E-05,2.774696827,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.692676306,2.70154357,5.60E-05,2.692620277,0.000743913,1,0.999767864,0.999694771
n0_size80512_originalsize10064,2.775022507,2.776221991,7.23E-05,2.774950266,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.646687746,2.65208602,1.98E-05,2.646667957,0.000421463,1,0.999918601,0.999947804
n0_size80512_originalsize10064,2.775094509,2.785323143,5.24E-05,2.775042057,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.769765615,2.780095816,6.83E-05,2.769697428,0.000629395,1,0.999726029,0.99978106
n0_size80512_originalsize10064,2.776031733,2.772280216,0.000334119,2.775697708,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.773068666,2.773831367,1.45E-05,2.773054123,0.000451928,1,0.999934232,0.999854951
n0_size80512_originalsize10064,2.775296211,2.781817913,5.17E-05,2.775244474,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.823137283,2.827033043,0.000193331,2.822943926,0.00033436,1,0.999101538,0.999623524
n0_size80512_originalsize10064,2.775353432,2.775163889,7.38E-05,2.775279522,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.619234085,2.619911671,1.95E-05,2.619214535,0.000449222,1,0.999918825,0.999930813
n0_size80512_originalsize10064,2.775627851,2.78241539,4.96E-05,2.77557826,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.752306938,2.757937908,2.98E-05,2.752277136,0.00042954,1,0.999878443,0.999848267
n0_size80512_originalsize10064,2.77537322,2.777275801,6.57E-05,2.775307417,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.794044971,2.80127573,4.83E-05,2.793996572,0.001147984,1,0.99979406,0.999920824
n0_size80512_originalsize10064,2.775331259,2.781230927,8.64E-05,2.775244951,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.898400545,2.899133444,1.90E-05,2.898381472,0.000680957,1,0.999908496,0.999909622
n0_size80512_originalsize10064,2.775569677,2.783919096,6.96E-05,2.775500059,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.765116692,2.762339115,1.92E-05,2.765097618,0.003448697,1,0.999915005,0.999874576
n0_size80512_originalsize10064,2.775525331,2.785179853,4.71E-05,2.775478125,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.639569759,2.651301384,6.05E-05,2.639509201,0.000861616,1,0.999763171,0.999798525
n0_size80512_originalsize10064,2.776061773,2.788817406,0.000106375,2.775955439,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.906143665,2.913818836,3.21E-05,2.906111717,0.00038205,1,0.999855849,0.999753661
n0_size80512_originalsize10064,2.774527788,2.78267169,8.94E-05,2.774438381,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.864501715,2.876482725,6.10E-05,2.86444068,0.000481961,1,0.999738756,0.999851951
n0_size80512_originalsize10064,2.774560452,2.778461933,4.41E-05,2.774516344,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.842253923,2.843401194,0.000225847,2.842028141,0.000608886,1,0.9989484,0.999133729
n0_size80512_originalsize10064,2.774386883,2.779102325,4.10E-05,2.774345875,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.885841608,2.886626244,0.000148072,2.88569355,0.000551142,1,0.999296293,0.999897341
n0_size80512_originalsize10064,2.775079727,2.780004025,5.11E-05,2.775028706,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.70435524,2.71595192,5.48E-05,2.704300404,0.000761656,1,0.999776775,0.999869964
n0_size80512_originalsize10064,2.77456665,2.778405666,6.12E-05,2.774505377,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.906723499,2.915652752,2.44E-05,2.906699181,0.001115766,1,0.999889238,0.999938838
n0_size80512_originalsize10064,2.77621913,2.790416956,0.000187876,2.776031256,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.778429031,2.783535719,4.77E-05,2.778381348,0.000930817,1,0.99979956,0.99904147
n0_size80512_originalsize10064,2.775027514,2.775373697,4.09E-05,2.774986506,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.906205177,2.907985687,5.04E-05,2.906154633,0.000407301,1,0.999766191,0.999854194
n0_size80512_originalsize10064,2.775369167,2.779047966,2.97E-05,2.775339603,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.781800032,2.784895897,1.73E-05,2.781782627,0.000573354,1,0.999924106,0.999913603
n0_size80512_originalsize10064,2.777756929,2.799057961,0.000180425,2.777576447,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.818997145,2.834575653,7.22E-05,2.818924904,0.000851583,1,0.999697672,0.999536719
n0_size80512_originalsize10064,2.776231289,2.772932768,0.000287434,2.775943756,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.812106371,2.806237459,0.000564756,2.811541557,0.000507336,1,0.997402456,0.998686787
n0_size80512_originalsize10064,2.776040316,2.782482147,6.68E-05,2.775973558,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.822451353,2.830515385,5.00E-05,2.822401285,0.000874796,1,0.999780162,0.999801405
n0_size80512_originalsize10064,2.775503159,2.778935194,4.29E-05,2.775460243,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.728683472,2.732687712,3.48E-05,2.728648663,0.001342712,1,0.999854818,0.99990231
n0_size80512_originalsize10064,2.774980307,2.78181982,6.43E-05,2.774915934,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.717091322,2.720534563,0.000130015,2.716961384,0.000449653,1,0.999424751,0.999656507
n0_size80512_originalsize10064,2.775162458,2.78014493,7.03E-05,2.775092125,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.975556135,2.981958628,8.58E-05,2.975470304,0.000427311,1,0.999595728,0.999777775
n0_size80512_originalsize10064,2.776829958,2.791689634,0.000210348,2.776619673,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.803535223,2.787641287,0.001993762,2.801541567,0.002019757,1,0.990871648,0.990186394
n0_size80512_originalsize10064,2.775350094,2.775912523,6.40E-05,2.775286198,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.750887871,2.75726223,4.19E-05,2.750845909,0.000814761,1,0.999823198,0.999660324
n0_size80512_originalsize10064,2.77567935,2.787561893,9.33E-05,2.775586128,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.806470156,2.808456898,3.29E-05,2.806437254,0.001485614,1,0.999856026,0.999627411
n0_size80512_originalsize10064,2.777753115,2.776111841,2.66E-05,2.777726412,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.822746515,2.822113514,2.02E-05,2.82272625,0.0010041,1,0.99990718,0.999886828
n0_size80512_originalsize10064,2.777058125,2.782817125,4.74E-05,2.777010679,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.685187101,2.690607548,3.80E-05,2.685149193,0.000702225,1,0.999846012,0.999846221
n0_size80512_originalsize10064,2.776956797,2.772668839,0.000283181,2.776673555,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.713012934,2.713421822,1.27E-05,2.713000298,0.000702345,1,0.999946458,0.999950349
n0_size80512_originalsize10064,2.775964022,2.77790904,5.49E-05,2.775909185,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.733615637,2.739206314,2.03E-05,2.733595371,0.000359407,1,0.999915245,0.999923986
n0_size80512_originalsize10064,2.775416374,2.77899456,7.29E-05,2.775343418,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.844897985,2.850494862,1.51E-05,2.844882965,0.000423935,1,0.999933669,0.999946298
n0_size80512_originalsize10064,2.77487874,2.776777983,0.000108922,2.774769783,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.809732199,2.812222481,1.85E-05,2.80971384,0.000597238,1,0.999917602,0.999920353
n0_size80512_originalsize10064,2.775424719,2.78917408,0.000116519,2.775308132,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.956538677,2.969062567,7.81E-05,2.956460476,0.000297962,1,0.999646404,0.999582716
n0_size80512_originalsize10064,2.774474382,2.778945684,3.82E-05,2.774436235,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.811636209,2.798182011,0.001973804,2.809662342,0.001325744,1,0.990943291,0.990915647
n0_size80512_originalsize10064,2.774230003,2.778001785,3.53E-05,2.774194717,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.863951206,2.871534109,3.20E-05,2.863919258,0.000559449,1,0.999859561,0.999946203
n0_size80512_originalsize10064,2.774328947,2.777242661,3.20E-05,2.774296999,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.760219336,2.756755829,8.34E-05,2.760135889,0.000520547,1,0.999622988,0.999801751
n0_size80512_originalsize10064,2.775934219,2.788604021,9.49E-05,2.775839329,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.682212353,2.699291468,9.65E-05,2.682115793,0.000884279,1,0.999623356,0.999754144
n0_size80512_originalsize10064,2.775974989,2.790547132,0.00012586,2.775849104,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.743024826,2.740369797,0.000677705,2.74234724,0.002317055,1,0.996963968,0.999697483
n0_size80512_originalsize10064,2.779767036,2.766012669,0.000742904,2.779024124,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.791938066,2.78707552,1.93E-05,2.791918755,0.000672788,1,0.999911438,0.9992791
n0_size80512_originalsize10064,2.778493166,2.783893108,0.000101,2.778392076,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.750920773,2.76900959,0.000250181,2.750670671,0.001112431,1,0.999035183,0.999633407
n0_size80512_originalsize10064,2.776021719,2.785995245,0.000121717,2.775899887,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.676059723,2.683554649,0.000133139,2.675926685,0.002034739,1,0.999456294,0.999557005
n0_size80512_originalsize10064,2.775670052,2.779623747,3.28E-05,2.77563715,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.843602657,2.839900732,6.09E-05,2.843541622,0.001274164,1,0.999715619,0.999898525
n0_size80512_originalsize10064,2.77502799,2.779172897,2.58E-05,2.775002241,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.765171528,2.767258167,1.04E-05,2.765161037,0.000787515,1,0.999954831,0.999942292
n0_size80512_originalsize10064,2.774413824,2.780040741,3.00E-05,2.774383783,FALSE,0,0.001,Adam,0,0.0001,FALSE,512,2.877757311,2.886040211,2.31E-05,2.877734184,0.000970487,1,0.999901438,0.9999441
