model,loss,entropy,value_loss,policy_loss,use_slap,Num_ResBlock,lr,optimizer,dropout,L2,extra_act_fc,batch_size,special,train_loss,train_entropy,train_value_loss,train_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new
0.001L2_cc_state,4.376463413,4.155712128,0.223416552,4.153047085,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.381784439,4.156291962,0.228439182,4.153345108,5.37E-05,1,-0.00111149,-0.000302017
0.001L2_cc_state,4.36367321,4.14764595,0.211794466,4.151878834,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.363952637,4.145911217,0.215219021,4.148733616,0.000115646,1,0.005763923,0.00535127
0.001L2_cc_state,4.36565733,4.145413876,0.212983117,4.152674198,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.362353802,4.147874832,0.215100944,4.147253036,0.000144104,1,0.011472757,0.013505404
0.001L2_cc_state,4.359711647,4.147933483,0.208885178,4.150826454,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.366183281,4.147882462,0.215744182,4.150439262,1.08E-05,1,0.012511022,0.013139952
0.001L2_cc_state,4.355032444,4.150110722,0.206033453,4.148999214,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.362606049,4.149526596,0.21313867,4.149467468,2.40E-05,1,0.024490078,0.024874845
0.001L2_cc_state,4.334152699,4.143911839,0.196247786,4.137905121,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.334520817,4.140573025,0.198136806,4.13638401,0.000289289,1,0.09419132,0.100641841
0.001L2_cc_state,4.268129826,4.090206146,0.163098663,4.105031013,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.260730743,4.109955788,0.169846267,4.090884686,0.002766407,1,0.247090223,0.285575654
0.001L2_cc_state,4.207409859,4.055596352,0.124179073,4.083230972,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.180510044,4.075254917,0.123216085,4.057293892,0.003733981,1,0.449604729,0.496606702
0.001L2_cc_state,4.186505795,4.076173306,0.11401625,4.072489738,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.181528091,4.063777924,0.11958456,4.061943531,0.000689479,1,0.45787928,0.441534071
0.001L2_cc_state,4.173340797,4.045033455,0.106282555,4.067058086,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.150117874,4.05082655,0.099766999,4.050350666,0.000589894,1,0.552126071,0.558440998
0.001L2_cc_state,4.162576675,4.048414707,0.098834738,4.063742161,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.115472317,4.033537865,0.097090013,4.018382072,0.00022708,1,0.575486548,0.581833593
0.001L2_cc_state,4.156524658,4.045385838,0.09761627,4.058908463,FALSE,0,0.001,Adam,0,0.001,FALSE,512,_cc_state,4.115893841,4.038474083,0.086152747,4.029741287,0.000109795,1,0.601395651,0.608809494
